ve,vf,vr,df,dr,d_safe_f,d_safe_r,delta_df,u_total
0.3,0.2200112642136672,0.2579494940312251,0.6409526543360805,1.8207207013526099,0.45999999999999996,0.43056464582185755,0.18095265433608054,0.0
0.3,0.2198618846703042,0.2579586293750006,0.6329537807574472,1.8249257519494875,0.45999999999999996,0.4305710405625004,0.17295378075744727,0.0
0.3,0.21971997410410937,0.2579673079515873,0.6249399692244777,1.8291298890119874,0.45999999999999996,0.4305771155661111,0.16493996922447773,0.0
0.3,0.21958515906622428,0.2579755525993447,0.6169119666348887,1.8333331582168286,0.45999999999999996,0.43058288681954127,0.1569119666348887,0.0
0.3,0.21945708478023343,0.2579833850147142,0.6088704825415111,1.837535602956894,0.45999999999999996,0.4305883695102999,0.14887048254151114,0.0
0.3,0.21933541420854213,0.2579908258093152,0.6008161910195344,1.8417372644554226,0.45999999999999996,0.43059357806652065,0.14081619101953446,0.0
0.3,0.2192198271654354,0.2579978945641862,0.5927497324403886,1.845938181874491,0.45999999999999996,0.43059852619493033,0.13274973244038868,0.0
0.3,0.219110019474484,0.25800460988131363,0.5846717151569322,1.8501383924180725,0.45999999999999996,0.43060322691691955,0.1246717151569322,0.0
0.3,0.21900570216808016,0.2580109894325847,0.5765827171043806,1.854337931429941,0.45999999999999996,0.4306076926028093,0.11658271710438062,0.0
0.3,0.21890660072699653,0.2580170500062922,0.5684832873211886,1.8585368324866827,0.45999999999999996,0.43061193500440453,0.10848328732118862,0.0
0.3,0.21881245435796706,0.25802280755131435,0.5603739473938882,1.8627351274860535,0.45999999999999996,0.43061596528592005,0.10037394739388827,0.0
0.3,0.21872301530738908,0.2580282772190854,0.5522551928296849,1.866932846730922,0.45999999999999996,0.43061979405335976,0.09225519282968497,0.0
0.3,0.21863804820934,0.2580334734034679,0.5441274943604238,1.8711300190090134,0.45999999999999996,0.43062343138242754,0.08412749436042388,0.0
0.3,0.21855732946619336,0.25803840977863124,0.5359912991813578,1.8753266716686667,0.45999999999999996,0.43062688684504186,0.07599129918135783,0.0
0.3,0.21848064666020406,0.25804309933503644,0.5278470321279771,1.8795228306908036,0.45999999999999996,0.4306301695345255,0.06784703212797716,0.0
0.3,0.21840779799451424,0.25804755441362137,0.5196950967939975,1.8837185207573,0.45999999999999996,0.43063328808953494,0.05969509679399754,0.0
0.3,0.2183385917621089,0.25805178673827706,0.5115358765934489,1.887913765315938,0.45999999999999996,0.4306362507167939,0.05153587659344894,0.0
0.3,0.21827284584132384,0.2580558074467,0.5033697357696598,1.8921085866421101,0.45999999999999996,0.43063906521268996,0.043369735769659856,0.0
0.3,0.218210387216578,0.25805962711970176,0.4951970203537922,1.8963030058974402,0.45999999999999996,0.4306417389837912,0.03519702035379224,0.0
0.3,0.2181510515230695,0.2580632558090534,0.48701805907545,1.90049704318547,0.45999999999999996,0.4306442790663374,0.02701805907545002,0.0
0.3,0.2180946826142364,0.25806670306393753,0.47883316422775696,1.9046907176045647,0.45999999999999996,0.43064669214475626,0.018833164227756993,0.0
0.3,0.21804113215084495,0.2580699779560774,0.4706426324891806,1.908884047298171,0.45999999999999996,0.43064898456925416,0.010642632489180626,0.0
0.3,0.21799025921062307,0.25807308910361026,0.4624467457042651,1.9130770495025633,0.45999999999999996,0.4306511623725272,0.0024467457042651186,-3.5151674969803807e-05
0.29999695352150263,0.2179419299174123,0.2580760446937665,0.45424607627317715,1.9172694359443525,0.45999786746505184,0.43065323128563654,-0.005751791191874689,-0.00018632334175656138
0.2999808054985504,0.21789601708886205,0.2580788525044149,0.44604218871506335,1.9214599120248308,0.4599865638489853,0.43065519675309044,-0.013944375133921938,-0.0005721025993301569
0.2999312232732751,0.21785239990173932,0.25808151992453093,0.43783866809662203,1.9256451491017168,0.45995185629129254,0.4306570639471716,-0.022113188194670508,-0.001338686250490918
0.29981520379823257,0.21781096357397273,0.25808405397364115,0.4296423877069727,1.929818517489087,0.45987064265876276,0.4306588377815488,-0.030228254951790046,-0.0026483609947799336
0.29958567917868495,0.21777159906259447,0.25808646132029583,0.4214649161465015,1.9339686800095914,0.45970997542507946,0.4306605229242071,-0.038245059278577964,-0.004667287213315375
0.29918118095353097,0.21773420277678512,0.2580887482996178,0.41332395795740784,1.9380781519729149,0.4594268266674717,0.43066212380973246,-0.04610286871006386,-0.007553296696203112
0.2985265619065267,0.21769867630526624,0.25809092092997366,0.4052447220444337,1.9421219333336057,0.4589685933345687,0.43066364465098156,-0.053723871290135006,-0.011444375877009177
0.2975347159971859,0.2176649261573233,0.2580929849288117,0.3972611180752417,1.946066312840327,0.45827430119803014,0.4306650894501682,-0.06101318312278842,-0.016448421869156044
0.29610918610185905,0.21763286351677752,0.2580949457277079,0.38941669208078816,1.9498679329576318,0.4572764302713013,0.4306664620093955,-0.06785973819051316,-0.022634756932963584
0.29414750716766885,0.217602404008259,0.2580968084866593,0.38176522771569904,1.953473189101628,0.45590325501736817,0.4306677659406615,-0.07413802730166913,-0.030027761113708352
0.2915451012044808,0.21757346747516643,0.25809857810766307,0.37437095799607684,1.95681801837341,0.45408157084313655,0.4306690046753642,-0.07971061284705971,-0.03860284484219913
0.28819952131815685,0.21754597776872847,0.25810025924761665,0.3673083526117778,1.9598281126944594,0.4517396649227098,0.43067018147333164,-0.08443131231093198,-0.04828726760358189
0.2840146247925131,0.2175198625476124,0.2581018563305726,0.36066148790939934,1.9624195492489491,0.44881023735475917,0.4306712994314008,-0.08814874944535983,-0.05900055960130168
0.2789012429604003,0.21749505308755215,0.25810337355938073,0.35452334986812056,1.964499487911932,0.44523087007228024,0.4306723614915665,-0.09070752020415968,-0.07065518256244852
0.2727777938049881,0.2174714841004949,0.25810481492674847,0.34899507579637695,1.9659669299364928,0.44094445566349166,0.4306733704487239,-0.09194937986711471,-0.08315723216678322
0.2655708336838669,0.21744909356279055,0.2581061842257478,0.34418514083803975,1.9667135318122047,0.43589958357870684,0.4306743289580235,-0.09171444274066709,-0.0964071871985243
0.2572155441266615,0.2174278225519714,0.2581074850597972,0.34020849578165263,1.966624467802296,0.43005088088866306,0.43067523954185805,-0.08984238510701043,-0.11030069137772851
0.247656150873925,0.2174076150916932,0.2581087208521441,0.3371856629494573,1.9655793343837087,0.4233593056117475,0.43067610459650085,-0.08617364266229022,-0.12472936910963986
0.23684627221775623,0.21738841800442893,0.2581098948548736,0.335241797236851,1.96345308952027,0.41579239055242934,0.4306769263984115,-0.08055059331557834,-0.13958166344016157
0.22474919471960889,0.21737018077152787,0.2581110101574667,0.334505719565333,1.9601170195067434,0.4073244363037262,0.4306777071102267,-0.07281871673839324,-0.15474369090987308
0.21133807484075323,0.21735285540027185,0.2581120696949301,0.3351089301584104,1.9554397259750722,0.39793665238852727,0.43067844878645106,-0.06282772223011684,-0.17010010729799105
0.196596065541594,0.21733639629757864,0.2581130762555204,0.3371846091442782,1.9492881255597385,0.38761724587911583,0.43067915337886425,-0.05043263673483761,-0.18553497957573958
0.18051636731169657,0.21732076015002008,0.2581140324880811,0.34086661204286645,1.9415284546653562,0.3763614571181876,0.4306798227416568,-0.035494845075321135,-0.199679917940004
0.16321077442356288,0.21730590580983944,0.2581149409090138,0.34627761061551215,1.9320381288589044,0.364247542096494,0.43068045863630966,-0.01796993148098186,-0.21223076807660554
0.14481744119025708,0.21729179418666783,0.2581158039088999,0.3535264570774704,1.9207083788870287,0.35137220883317993,0.4306810627362299,0.0021542482442904465,-0.2231058446239653
0.12548160132284675,0.2172783881446548,0.25811662375879163,0.3627074763638525,1.9074449586284234,0.3378371209259927,0.4306816366311541,0.02487035543785976,-0.23223656674337925
0.10535443220508721,0.21726565240474244,0.2581174026161888,0.3738998719578092,1.892168739473053,0.323748102543561,0.43068218183133217,0.050151769414248204,-0.23956786824222306
0.08459188362409453,0.21725355345182568,0.25811814253071613,0.387167248835874,1.8748161875738436,0.30921431853686615,0.4306826997715013,0.07795293029900785,-0.24505850779506186
0.06335347961518917,0.21724205944655475,0.2581188454495171,0.40255725621953764,1.8553397212822909,0.29434743573063243,0.43068319181466197,0.1082098204889052,-0.24868127488052047
0.04180110245887739,0.21723114014154737,0.25811951322237797,0.4201013519183054,1.833707946983227,0.27926077172121416,0.43068365925566454,0.14084058019709123,-0.25042308640694727
