time,dist,d_safe,df,speed,v_leader,v_ref,uff,u_mpc,u_total,pwm,pred_penalty
0.0,1.5441,0.253,1.2911,0.0043,0.2,0.38,0.76,0.317,1.0,255,0.0
0.2,1.5586,0.2974,1.2612,0.0677,0.2045,0.38,0.76,0.2823,1.0,255,0.0
0.4,1.5907,0.3365,1.2541,0.1236,0.209,0.38,0.76,0.2536,1.0,255,0.0
0.6,1.5871,0.3733,1.2138,0.1762,0.2135,0.38,0.76,0.2233,0.9833,252,0.0
0.8,1.5841,0.3999,1.1842,0.2142,0.218,0.38,0.76,0.2013,0.9613,248,0.0
1.0,1.5947,0.4236,1.1711,0.248,0.2224,0.38,0.76,0.1831,0.9431,245,0.0
1.2,1.577,0.4397,1.1373,0.271,0.2269,0.38,0.76,0.1682,0.9282,243,0.0
1.4,1.5631,0.456,1.1071,0.2942,0.2313,0.38,0.76,0.1536,0.9136,241,0.0
1.6,1.5485,0.4735,1.0749,0.3193,0.2358,0.38,0.76,0.1378,0.8978,238,0.0
1.8,1.537,0.4845,1.0524,0.335,0.2402,0.38,0.76,0.1277,0.8877,237,0.0
2.0,1.5129,0.4938,1.0192,0.3482,0.2445,0.38,0.76,0.1178,0.8778,235,0.0
2.2,1.4817,0.5009,0.9808,0.3585,0.2489,0.38,0.76,0.1088,0.8688,234,0.0
2.4,1.4746,0.5036,0.971,0.3623,0.2532,0.38,0.76,0.106,0.866,233,0.0
2.6,1.4369,0.5121,0.9248,0.3745,0.2575,0.38,0.76,0.0952,0.8552,231,0.0
2.8,1.4108,0.5108,0.8999,0.3726,0.2617,0.38,0.76,0.0937,0.8537,231,0.0
3.0,1.3952,0.5166,0.8786,0.3808,0.2659,0.38,0.76,0.0875,0.8475,230,0.0
3.2,1.3719,0.5169,0.855,0.3813,0.2701,0.38,0.76,0.0849,0.8449,230,0.0
3.4,1.3579,0.5197,0.8382,0.3853,0.2742,0.38,0.76,0.0812,0.8412,229,0.0
3.6,1.3282,0.5233,0.8048,0.3905,0.2783,0.38,0.76,0.0752,0.8352,228,0.0
3.8,1.3118,0.5224,0.7893,0.3892,0.2823,0.38,0.76,0.0743,0.8343,228,0.0
4.0,1.2806,0.5249,0.7557,0.3928,0.2863,0.38,0.76,0.0692,0.8292,227,0.0
4.2,1.2668,0.5272,0.7395,0.396,0.2902,0.38,0.76,0.0659,0.8259,227,0.0
4.4,1.2527,0.5271,0.7256,0.3958,0.2941,0.38,0.76,0.0646,0.8246,226,0.0
4.6,1.2256,0.5263,0.6993,0.3947,0.2979,0.38,0.76,0.0626,0.8226,226,0.0
4.8,1.2022,0.5265,0.6757,0.395,0.3016,0.38,0.76,0.0601,0.8201,226,0.0
5.0,1.1949,0.5303,0.6646,0.4004,0.3053,0.38,0.76,0.0563,0.8163,225,0.0
5.2,1.1709,0.5278,0.6431,0.3968,0.3089,0.38,0.76,0.0559,0.8159,225,0.0
5.4,1.1615,0.5283,0.6332,0.3976,0.3125,0.38,0.76,0.0545,0.8145,225,0.0
5.6,1.1298,0.527,0.6028,0.3957,0.316,0.38,0.76,0.0524,0.8124,224,0.0
5.8,1.1223,0.5254,0.5969,0.3934,0.3194,0.38,0.76,0.053,0.813,225,0.0
6.0,1.1044,0.529,0.5753,0.3986,0.3227,0.38,0.76,0.0482,0.8082,224,0.0
6.2,1.0923,0.5311,0.5612,0.4016,0.3259,0.38,0.76,0.0453,0.8053,223,0.0
6.4,1.0683,0.5297,0.5387,0.3995,0.3291,0.38,0.76,0.0441,0.8041,223,0.0
6.6,1.0572,0.5292,0.5281,0.3988,0.3322,0.38,0.76,0.0434,0.8034,223,0.0
6.8,1.0561,0.5278,0.5283,0.3968,0.3352,0.38,0.76,0.0444,0.8044,223,0.0
7.0,1.0387,0.5246,0.5141,0.3923,0.3382,0.38,0.76,0.0453,0.8053,223,0.0
7.2,1.0256,0.5264,0.4992,0.3949,0.341,0.38,0.76,0.0425,0.8025,223,0.0
7.4,1.0273,0.5233,0.504,0.3905,0.3438,0.38,0.76,0.0452,0.8052,223,0.0
7.6,1.0086,0.5287,0.4798,0.3982,0.3464,0.38,0.76,0.0389,0.7989,222,0.0
7.8,0.9938,0.5225,0.4713,0.3893,0.349,0.38,0.76,0.0425,0.8025,223,0.0
8.0,1.0035,0.5228,0.4807,0.3897,0.3515,0.38,0.76,0.0432,0.8032,223,0.0
8.2,0.9949,0.5223,0.4726,0.3889,0.3538,0.38,0.76,0.0428,0.8028,223,0.0
8.4,0.9849,0.5278,0.4571,0.3968,0.3561,0.38,0.76,0.0373,0.7973,222,0.0
8.6,0.9686,0.5284,0.4402,0.3977,0.3583,0.38,0.76,0.0352,0.7952,222,0.0
8.8,0.9688,0.5268,0.442,0.3954,0.3604,0.38,0.76,0.0365,0.7965,222,0.0
9.0,0.9641,0.5285,0.4357,0.3978,0.3624,0.38,0.76,0.0347,0.7947,222,0.0
9.2,0.952,0.5278,0.4242,0.3969,0.3643,0.38,0.76,0.034,0.794,222,0.0
9.4,0.9515,0.5221,0.4294,0.3887,0.3661,0.38,0.76,0.0386,0.7986,222,0.0
9.6,0.936,0.5237,0.4123,0.391,0.3678,0.38,0.76,0.0357,0.7957,222,0.0
9.8,0.935,0.5281,0.407,0.3973,0.3693,0.38,0.76,0.0321,0.7921,221,0.0
10.0,0.9403,0.5255,0.4149,0.3935,0.3708,0.38,0.76,0.0347,0.7947,222,0.0
10.2,0.9336,0.5271,0.4065,0.3959,0.3722,0.38,0.76,0.0327,0.7927,221,0.0
10.4,0.9352,0.5272,0.408,0.396,0.3734,0.38,0.76,0.0328,0.7928,221,0.0
10.6,0.9227,0.527,0.3957,0.3957,0.3746,0.38,0.76,0.0317,0.7917,221,0.0
10.8,0.9112,0.5251,0.3861,0.393,0.3756,0.38,0.76,0.0321,0.7921,221,0.0
11.0,0.9181,0.523,0.395,0.3901,0.3766,0.38,0.76,0.0345,0.7945,222,0.0
11.2,0.9121,0.5213,0.3908,0.3876,0.3774,0.38,0.76,0.0353,0.7953,222,0.0
11.4,0.9042,0.5208,0.3834,0.3868,0.3781,0.38,0.76,0.0349,0.7949,222,0.0
11.6,0.9184,0.5239,0.3946,0.3912,0.3787,0.38,0.76,0.0338,0.7938,222,0.0
11.8,0.904,0.5232,0.3808,0.3903,0.3792,0.38,0.76,0.0329,0.7929,221,0.0
12.0,0.9087,0.521,0.3876,0.3872,0.3795,0.38,0.76,0.0352,0.7952,222,0.0
12.2,0.892,0.5244,0.3676,0.392,0.3798,0.38,0.76,0.0307,0.7907,221,0.0
12.4,0.8951,0.525,0.3701,0.3928,0.38,0.38,0.76,0.0306,0.7906,221,0.0
12.6,0.8914,0.5222,0.3692,0.3888,0.38,0.38,0.76,0.0325,0.7925,221,0.0
12.8,0.8864,0.5236,0.3628,0.3908,0.3799,0.38,0.76,0.0309,0.7909,221,0.0
13.0,0.8909,0.5267,0.3642,0.3953,0.3797,0.38,0.76,0.0288,0.7888,221,0.0
13.2,0.8866,0.5222,0.3643,0.3889,0.3794,0.38,0.76,0.032,0.792,221,0.0
13.4,0.8884,0.5221,0.3663,0.3888,0.379,0.38,0.76,0.0323,0.7923,221,0.0
13.6,0.8867,0.5242,0.3625,0.3917,0.3785,0.38,0.76,0.0304,0.7904,221,0.0
13.8,0.8886,0.522,0.3666,0.3885,0.3779,0.38,0.76,0.0324,0.7924,221,0.0
14.0,0.8732,0.5251,0.3481,0.3929,0.3771,0.38,0.76,0.0283,0.7883,221,0.0
14.2,0.8843,0.5238,0.3605,0.3911,0.3763,0.38,0.76,0.0305,0.7905,221,0.0
14.4,0.8828,0.521,0.3618,0.3871,0.3753,0.38,0.76,0.0326,0.7926,221,0.0
14.6,0.8801,0.5265,0.3536,0.395,0.3742,0.38,0.76,0.0278,0.7878,221,0.0
14.8,0.869,0.5208,0.3482,0.3868,0.373,0.38,0.76,0.0314,0.7914,221,0.0
15.0,0.8651,0.5244,0.3407,0.392,0.3717,0.38,0.76,0.0281,0.7881,221,0.0
15.2,0.8522,0.5203,0.3319,0.3861,0.3703,0.38,0.76,0.0301,0.7901,221,0.0
15.4,0.8585,0.5256,0.3329,0.3937,0.3688,0.38,0.76,0.0264,0.7864,220,0.0
15.6,0.8593,0.5206,0.3388,0.3865,0.3672,0.38,0.76,0.0306,0.7906,221,0.0
15.8,0.8515,0.5201,0.3315,0.3858,0.3655,0.38,0.76,0.0302,0.7902,221,0.0
16.0,0.8451,0.5208,0.3243,0.3868,0.3637,0.38,0.76,0.029,0.789,221,0.0
16.2,0.8392,0.5203,0.3188,0.3862,0.3617,0.38,0.76,0.0288,0.7888,221,0.0
16.4,0.8335,0.5195,0.314,0.3849,0.3597,0.38,0.76,0.0289,0.7889,221,0.0
16.6,0.8227,0.521,0.3017,0.3872,0.3576,0.38,0.76,0.0266,0.7866,220,0.0
16.8,0.8238,0.5198,0.304,0.3854,0.3554,0.38,0.76,0.0277,0.7877,221,0.0
17.0,0.8169,0.5213,0.2956,0.3876,0.3531,0.38,0.76,0.0258,0.7858,220,0.0
17.2,0.799,0.5254,0.2736,0.3934,0.3506,0.38,0.76,0.0206,0.7806,219,0.0
17.4,0.7899,0.5216,0.2683,0.388,0.3481,0.38,0.76,0.0228,0.7828,220,0.0
17.6,0.792,0.5192,0.2729,0.3845,0.3455,0.38,0.76,0.025,0.785,220,0.0
17.8,0.7699,0.521,0.249,0.3871,0.3428,0.38,0.76,0.0214,0.7814,220,0.0
18.0,0.7732,0.5219,0.2513,0.3885,0.3401,0.38,0.76,0.0209,0.7809,219,0.0
18.2,0.7554,0.5199,0.2355,0.3856,0.3372,0.38,0.76,0.0208,0.7808,219,0.0
18.4,0.7382,0.5249,0.2133,0.3927,0.3342,0.38,0.76,0.015,0.775,218,0.0
18.6,0.7278,0.5213,0.2065,0.3876,0.3312,0.38,0.76,0.0168,0.7768,219,0.0
18.8,0.717,0.5182,0.1989,0.3831,0.3281,0.38,0.76,0.0183,0.7783,219,0.0
19.0,0.702,0.5237,0.1783,0.391,0.3249,0.38,0.76,0.0123,0.7723,218,0.0
19.2,0.6959,0.518,0.1779,0.3828,0.3216,0.38,0.76,0.0164,0.7764,219,0.0
19.4,0.6836,0.5222,0.1613,0.3889,0.3182,0.38,0.76,0.0117,0.7717,218,0.0
19.6,0.6649,0.52,0.1449,0.3857,0.3148,0.38,0.76,0.0116,0.7716,218,0.0
19.8,0.6454,0.5203,0.125,0.3862,0.3113,0.38,0.76,0.0094,0.7694,218,0.0
20.0,0.6337,0.5233,0.1104,0.3904,0.3077,0.38,0.76,0.0058,0.7658,217,0.0
20.2,0.628,0.52,0.108,0.3857,0.3041,0.38,0.76,0.008,0.768,217,0.0
20.4,0.6132,0.5183,0.0949,0.3833,0.3004,0.3763,0.7526,0.006,0.7586,216,0.0
20.6,0.5958,0.5219,0.0739,0.3884,0.2966,0.3558,0.7115,-0.0089,0.7026,207,0.0
20.8,0.5653,0.5204,0.0449,0.3862,0.2928,0.3287,0.6575,-0.0243,0.6332,196,0.0
21.0,0.545,0.5155,0.0295,0.3793,0.2889,0.3125,0.625,-0.0305,0.5945,190,0.0
21.2,0.5381,0.5117,0.0264,0.3739,0.285,0.3061,0.6122,-0.0312,0.581,187,0.0
21.4,0.518,0.5058,0.0122,0.3654,0.281,0.2907,0.5815,-0.0361,0.5454,182,0.0
21.6,0.4929,0.4998,-0.0069,0.3568,0.2769,0.2714,0.5428,-0.0434,0.4994,174,0.0
21.8,0.4772,0.4948,-0.0175,0.3497,0.2728,0.2588,0.5176,-0.0472,0.4704,170,0.0
22.0,0.4804,0.4931,-0.0126,0.3472,0.2687,0.2586,0.5172,-0.0456,0.4716,170,0.0
22.2,0.4518,0.4848,-0.033,0.3355,0.2645,0.2381,0.4762,-0.052,0.4243,162,0.0
22.4,0.4366,0.4798,-0.0432,0.3283,0.2603,0.2257,0.4514,-0.0556,0.3958,158,0.0
22.6,0.4343,0.4779,-0.0437,0.3256,0.256,0.2211,0.4422,-0.0566,0.3856,156,0.0
22.8,0.4202,0.4714,-0.0512,0.3164,0.2517,0.2107,0.4215,-0.0579,0.3636,153,0.0
23.0,0.4155,0.4619,-0.0463,0.3027,0.2474,0.2103,0.4207,-0.0508,0.3699,154,0.0
23.2,0.4008,0.4614,-0.0607,0.3021,0.2431,0.1945,0.389,-0.0598,0.3292,147,0.0
23.4,0.3919,0.4563,-0.0644,0.2947,0.2387,0.1872,0.3743,-0.0602,0.3142,145,0.0
23.6,0.3637,0.4544,-0.0906,0.292,0.2343,0.1618,0.3235,-0.0742,0.2494,134,0.0
23.8,0.3611,0.447,-0.0859,0.2814,0.2298,0.1611,0.3223,-0.0687,0.2536,135,0.0
24.0,0.3543,0.4415,-0.0872,0.2735,0.2254,0.1556,0.3113,-0.0677,0.2436,133,0.0
24.2,0.351,0.441,-0.09,0.2728,0.2209,0.1489,0.2979,-0.0709,0.2269,131,0.0
24.4,0.3346,0.4325,-0.098,0.2608,0.2165,0.1381,0.2762,-0.0711,0.2051,127,0.0
24.6,0.3165,0.4311,-0.1146,0.2587,0.212,0.1203,0.2406,-0.0807,0.1599,120,0.0
24.8,0.3158,0.4283,-0.1125,0.2547,0.2075,0.1174,0.2349,-0.0799,0.155,119,0.0
25.0,0.2973,0.4194,-0.1221,0.242,0.203,0.1053,0.2107,-0.0805,0.1302,115,0.0
25.2,0.3028,0.4154,-0.1126,0.2363,0.1985,0.1084,0.2168,-0.0752,0.1416,117,0.0
25.4,0.2902,0.4109,-0.1207,0.2299,0.194,0.0974,0.1949,-0.0783,0.1166,113,0.0
25.6,0.2776,0.4122,-0.1346,0.2317,0.1895,0.0818,0.1636,-0.0884,0.0752,107,0.0
25.8,0.279,0.4058,-0.1268,0.2226,0.185,0.0835,0.1671,-0.0822,0.0849,108,0.0
26.0,0.2758,0.4057,-0.1299,0.2224,0.1805,0.0766,0.1533,-0.0859,0.0674,105,0.0
26.2,0.257,0.3987,-0.1417,0.2125,0.1761,0.0627,0.1253,-0.0891,0.0362,100,0.0
26.4,0.2615,0.3939,-0.1325,0.2056,0.1716,0.0656,0.1312,-0.0833,0.048,102,0.0
26.6,0.2366,0.391,-0.1544,0.2014,0.1672,0.0437,0.0874,-0.0943,0.0,0,0.0
26.8,0.2371,0.3743,-0.1372,0.1776,0.1628,0.053,0.1059,-0.076,0.0,0,0.0
27.0,0.2439,0.3562,-0.1123,0.1517,0.1584,0.0686,0.1371,-0.0528,0.0,0,0.0
27.2,0.2437,0.3376,-0.0939,0.1251,0.154,0.0789,0.1577,-0.0325,0.0,0,0.0
27.4,0.2609,0.3232,-0.0623,0.1046,0.1497,0.0998,0.1997,-0.0086,0.1911,125,0.0
27.6,0.2602,0.3374,-0.0772,0.1249,0.1454,0.0836,0.1671,-0.0284,0.1387,117,0.0
27.8,0.2711,0.3472,-0.0761,0.1389,0.1411,0.0802,0.1604,-0.0369,0.1235,114,0.0
28.0,0.2577,0.3524,-0.0947,0.1462,0.1369,0.0611,0.1222,-0.052,0.0702,106,0.0
28.2,0.259,0.353,-0.094,0.1472,0.1327,0.0575,0.1149,-0.0543,0.0607,104,0.0
28.4,0.2527,0.3608,-0.108,0.1582,0.1285,0.0421,0.0842,-0.0689,0.0153,97,0.0
28.6,0.2503,0.358,-0.1077,0.1543,0.1244,0.0383,0.0765,-0.0688,0.0077,0,0.0
28.8,0.2431,0.3426,-0.0995,0.1323,0.1203,0.0407,0.0815,-0.0558,0.0,0,0.0
29.0,0.2464,0.3268,-0.0805,0.1097,0.1163,0.052,0.1039,-0.0369,0.0,0,0.0
29.2,0.2426,0.3188,-0.0762,0.0983,0.1124,0.0514,0.1028,-0.031,0.0,0,0.0
29.4,0.258,0.3109,-0.0529,0.087,0.1085,0.0662,0.1323,-0.0157,0.1167,113,0.0
29.6,0.2633,0.3189,-0.0556,0.0984,0.1046,0.0601,0.1203,-0.0247,0.0956,110,0.0
29.8,0.2476,0.3288,-0.0812,0.1126,0.1008,0.0359,0.0718,-0.0464,0.0,0,0.0
30.0,0.2555,0.3199,-0.0644,0.0998,0.0971,0.0456,0.0912,-0.0336,0.0576,104,0.0
30.2,0.2489,0.3305,-0.0816,0.115,0.0935,0.0282,0.0564,-0.0515,0.0,0,0.0
30.4,0.2467,0.3169,-0.0702,0.0956,0.0899,0.0337,0.0674,-0.038,0.0,0,0.0
30.6,0.2399,0.3068,-0.067,0.0812,0.0863,0.0328,0.0655,-0.0309,0.0,0,0.0
30.8,0.2437,0.2989,-0.0552,0.0699,0.0829,0.0387,0.0774,-0.0211,0.0,0,0.0
31.0,0.2554,0.2935,-0.0382,0.0622,0.0795,0.049,0.098,-0.0104,0.0875,109,0.0
31.2,0.2655,0.3034,-0.0379,0.0763,0.0762,0.0459,0.0918,-0.019,0.0729,106,0.0
31.4,0.2569,0.3167,-0.0597,0.0952,0.073,0.0252,0.0504,-0.041,0.0094,0,0.0
31.6,0.2568,0.3062,-0.0494,0.0803,0.0698,0.0303,0.0607,-0.0299,0.0308,99,0.0
31.8,0.2345,0.3144,-0.0798,0.092,0.0668,0.0029,0.0058,-0.0525,0.0,0,0.0
32.0,0.2398,0.3077,-0.0679,0.0824,0.0638,0.0094,0.0188,-0.0433,0.0,0,0.0
32.2,0.2457,0.2994,-0.0537,0.0706,0.0609,0.0179,0.0358,-0.0318,0.0,0,0.0
32.4,0.2327,0.2932,-0.0605,0.0617,0.0581,0.0097,0.0194,-0.0321,0.0,0,0.0
32.6,0.2432,0.2833,-0.0401,0.0476,0.0553,0.0232,0.0465,-0.0162,0.0,0,0.0
32.8,0.2425,0.2777,-0.0353,0.0396,0.0527,0.0245,0.049,-0.0111,0.0,0,0.0
33.0,0.2383,0.272,-0.0337,0.0314,0.0502,0.0232,0.0465,-0.0075,0.0,0,0.0
33.2,0.2422,0.2746,-0.0324,0.0351,0.0,0.0,0.0,-0.0208,0.0,0,0.0
33.4,0.2404,0.2655,-0.0251,0.0221,0.0,0.0,0.0,-0.0136,0.0,0,0.0
33.6,0.2344,0.2669,-0.0325,0.0241,0.0,0.0,0.0,-0.0153,0.0,0,0.0
33.8,0.2234,0.2621,-0.0387,0.0172,0.0,0.0,0.0,-0.0125,0.0,0,0.0
34.0,0.2309,0.261,-0.0301,0.0157,0.0,0.0,0.0,-0.0109,0.0,0,0.0
34.2,0.2233,0.2589,-0.0356,0.0127,0.0,0.0,0.0,-0.0099,0.0,0,0.0
34.4,0.2282,0.2601,-0.0318,0.0144,0.0,0.0,0.0,-0.0104,0.0,0,0.0
34.6,0.2177,0.2583,-0.0406,0.0118,0.0,0.0,0.0,-0.01,0.0,0,0.0
34.8,0.2161,0.2549,-0.0388,0.007,0.0,0.0,0.0,-0.0074,0.0,0,0.0
35.0,0.2216,0.2536,-0.032,0.0052,0.0,0.0,0.0,-0.0058,0.0,0,0.0
35.2,0.2101,0.2564,-0.0463,0.0092,0.0,0.0,0.0,-0.0092,0.0,0,0.0
35.4,0.2097,0.2558,-0.0461,0.0082,0.0,0.0,0.0,-0.0087,0.0,0,0.0
35.6,0.2019,0.25,-0.0481,0.0,0.0,0.0,0.0,-0.0048,0.0,0,0.0
35.8,0.2063,0.2514,-0.0451,0.002,0.0,0.0,0.0,-0.0055,0.0,0,0.0
36.0,0.2189,0.2524,-0.0335,0.0034,0.0,0.0,0.0,-0.005,0.0,0,0.0
36.2,0.2133,0.25,-0.0367,0.0,0.0,0.0,0.0,-0.0037,0.0,0,0.0
36.4,0.2155,0.2522,-0.0367,0.0032,0.0,0.0,0.0,-0.0053,0.0,0,0.0
36.6,0.2104,0.2516,-0.0411,0.0022,0.0,0.0,0.0,-0.0052,0.0,0,0.0
36.8,0.2002,0.2513,-0.0511,0.0018,0.0,0.0,0.0,-0.006,0.0,0,0.0
37.0,0.2138,0.2526,-0.0388,0.0037,0.0,0.0,0.0,-0.0057,0.0,0,0.0
37.2,0.2002,0.2543,-0.0541,0.0061,0.0,0.0,0.0,-0.0085,0.0,0,0.0
37.4,0.21,0.25,-0.04,0.0,0.0,0.0,0.0,-0.004,0.0,0,0.0
37.6,0.2098,0.2518,-0.042,0.0025,0.0,0.0,0.0,-0.0055,0.0,0,0.0
37.8,0.2092,0.25,-0.0408,0.0,0.0,0.0,0.0,-0.0041,0.0,0,0.0
38.0,0.2061,0.2515,-0.0454,0.0021,0.0,0.0,0.0,-0.0056,0.0,0,0.0
38.2,0.1969,0.25,-0.0531,0.0,0.0,0.0,0.0,-0.0053,0.0,0,0.0
38.4,0.2122,0.2532,-0.041,0.0046,0.0,0.0,0.0,-0.0064,0.0,0,0.0
38.6,0.2013,0.2511,-0.0498,0.0015,0.0,0.0,0.0,-0.0057,0.0,0,0.0
38.8,0.2044,0.2501,-0.0457,0.0002,0.0,0.0,0.0,-0.0046,0.0,0,0.0
39.0,0.2115,0.25,-0.0385,0.0,0.0,0.0,0.0,-0.0039,0.0,0,0.0
39.2,0.2143,0.25,-0.0357,0.0,0.0,0.0,0.0,-0.0036,0.0,0,0.0
39.4,0.1999,0.25,-0.0501,0.0,0.0,0.0,0.0,-0.005,0.0,0,0.0
39.6,0.1986,0.2514,-0.0527,0.002,0.0,0.0,0.0,-0.0062,0.0,0,0.0
39.8,0.2033,0.25,-0.0467,0.0,0.0,0.0,0.0,-0.0047,0.0,0,0.0
40.0,0.1966,0.25,-0.0534,0.0,0.0,0.0,0.0,-0.0053,0.0,0,0.0
40.2,0.2052,0.252,-0.0467,0.0028,0.0,0.0,0.0,-0.0061,0.0,0,0.0
40.4,0.2034,0.2506,-0.0472,0.0009,0.0,0.0,0.0,-0.0052,0.0,0,0.0
40.6,0.2099,0.2519,-0.0419,0.0027,0.0,0.0,0.0,-0.0055,0.0,0,0.0
40.8,0.2065,0.2503,-0.0438,0.0004,0.0,0.0,0.0,-0.0046,0.0,0,0.0
41.0,0.2058,0.25,-0.0442,0.0,0.0,0.0,0.0,-0.0044,0.0,0,0.0
41.2,0.202,0.2523,-0.0503,0.0033,0.0,0.0,0.0,-0.0067,0.0,0,0.0
41.4,0.2147,0.25,-0.0353,0.0,0.0,0.0,0.0,-0.0035,0.0,0,0.0
41.6,0.1992,0.2521,-0.0529,0.003,0.0,0.0,0.0,-0.0068,0.0,0,0.0
41.8,0.2016,0.25,-0.0484,0.0,0.0,0.0,0.0,-0.0048,0.0,0,0.0
42.0,0.2051,0.25,-0.0449,0.0,0.0,0.0,0.0,-0.0045,0.0,0,0.0
42.2,0.2146,0.2504,-0.0358,0.0006,0.0,0.0,0.0,-0.0039,0.0,0,0.0
42.4,0.2144,0.2506,-0.0362,0.0008,0.0502,0.0213,0.0425,0.0066,0.0,0,0.0
42.6,0.2347,0.25,-0.0153,0.0,0.0527,0.0405,0.0809,0.0187,0.0,0,0.0
42.8,0.2333,0.25,-0.0167,0.0,0.0554,0.042,0.0841,0.0193,0.0,0,0.0
43.0,0.2426,0.25,-0.0074,0.0,0.0581,0.0522,0.1044,0.0254,0.0,0,0.0
43.2,0.2631,0.25,0.0131,0.0,0.0609,0.0714,0.1428,0.037,0.1798,123,0.0
43.4,0.2646,0.2762,-0.0116,0.0374,0.0638,0.0546,0.1091,0.0074,0.1165,113,0.0
43.6,0.2719,0.2924,-0.0205,0.0606,0.0668,0.0504,0.1008,-0.0072,0.0936,109,0.0
43.8,0.2721,0.304,-0.0319,0.0771,0.0699,0.0443,0.0887,-0.0196,0.0691,106,0.0
44.0,0.2722,0.3142,-0.042,0.0917,0.073,0.0394,0.0788,-0.0303,0.0485,102,0.0
44.2,0.2535,0.3264,-0.0728,0.1091,0.0762,0.018,0.036,-0.0528,0.0,0,0.0
44.4,0.262,0.3115,-0.0495,0.0878,0.0795,0.0399,0.0799,-0.0289,0.051,103,0.0
44.6,0.253,0.3207,-0.0677,0.1011,0.0829,0.0287,0.0575,-0.0429,0.0145,97,0.0
44.8,0.2532,0.3305,-0.0773,0.115,0.0864,0.0245,0.049,-0.053,0.0,0,0.0
45.0,0.2449,0.3174,-0.0725,0.0963,0.0899,0.0319,0.0638,-0.0395,0.0,0,0.0
45.2,0.2523,0.3074,-0.0551,0.082,0.0935,0.0494,0.0988,-0.0218,0.077,107,0.0
45.4,0.2377,0.3194,-0.0817,0.0992,0.0972,0.0318,0.0636,-0.0419,0.0,0,0.0
45.6,0.2441,0.311,-0.0669,0.0872,0.1009,0.0473,0.0946,-0.0266,0.0,0,0.0
45.8,0.2616,0.3011,-0.0396,0.0731,0.1047,0.073,0.146,-0.004,0.1421,117,0.0
46.0,0.2618,0.3133,-0.0515,0.0904,0.1085,0.0673,0.1346,-0.0167,0.1178,113,0.0
46.2,0.2505,0.3232,-0.0727,0.1046,0.1124,0.0542,0.1085,-0.0325,0.076,107,0.0
46.4,0.2596,0.3363,-0.0767,0.1233,0.1164,0.055,0.11,-0.0418,0.0682,105,0.0
46.6,0.254,0.3414,-0.0874,0.1305,0.1204,0.0505,0.1009,-0.0488,0.0521,103,0.0
46.8,0.2633,0.3459,-0.0825,0.1369,0.1244,0.0584,0.1169,-0.0475,0.0694,106,0.0
47.0,0.2575,0.3542,-0.0967,0.1489,0.1286,0.0512,0.1024,-0.0585,0.0439,102,0.0
47.2,0.2393,0.3545,-0.1153,0.1493,0.1327,0.0405,0.081,-0.066,0.0,0,0.0
47.4,0.2453,0.3364,-0.0911,0.1234,0.1369,0.0641,0.1281,-0.0388,0.0,0,0.0
47.6,0.2543,0.3281,-0.0738,0.1116,0.1411,0.0821,0.1642,-0.0221,0.1421,117,0.0
47.8,0.2606,0.3387,-0.078,0.1267,0.1454,0.083,0.166,-0.0296,0.1363,116,0.0
48.0,0.2646,0.343,-0.0785,0.1329,0.1497,0.0869,0.1739,-0.0308,0.1431,117,0.0
48.2,0.2705,0.352,-0.0815,0.1457,0.154,0.0889,0.1777,-0.0366,0.1411,117,0.0
48.4,0.2725,0.3619,-0.0893,0.1598,0.1584,0.0869,0.1739,-0.0454,0.1285,115,0.0
48.6,0.2587,0.3669,-0.1082,0.1671,0.1628,0.0762,0.1524,-0.0563,0.0962,110,0.0
48.8,0.267,0.3651,-0.0982,0.1645,0.1672,0.0887,0.1773,-0.0477,0.1296,115,0.0
49.0,0.2566,0.3729,-0.1163,0.1755,0.1716,0.0786,0.1572,-0.0601,0.0972,110,0.0
49.2,0.2737,0.3711,-0.0974,0.1729,0.1761,0.0982,0.1964,-0.0471,0.1493,118,0.0
49.4,0.2751,0.3758,-0.1006,0.1797,0.1806,0.1001,0.2001,-0.0499,0.1503,119,0.0
49.6,0.2674,0.3813,-0.1138,0.1875,0.185,0.094,0.1879,-0.0582,0.1298,115,0.0
49.8,0.2694,0.3784,-0.1089,0.1834,0.1895,0.1024,0.2048,-0.0514,0.1534,119,0.0
50.0,0.2713,0.3805,-0.1092,0.1864,0.194,0.1067,0.2133,-0.0508,0.1626,121,0.0
50.2,0.2771,0.3843,-0.1073,0.1919,0.1985,0.1127,0.2254,-0.0503,0.1751,123,0.0
50.4,0.26,0.386,-0.1259,0.1942,0.203,0.1023,0.2046,-0.0586,0.146,118,0.0
50.6,0.265,0.3861,-0.1211,0.1944,0.2075,0.1106,0.2213,-0.054,0.1673,121,0.0
50.8,0.2704,0.3901,-0.1197,0.2002,0.212,0.1162,0.2325,-0.054,0.1785,123,0.0
51.0,0.2665,0.3925,-0.126,0.2036,0.2165,0.1157,0.2314,-0.0565,0.1749,122,0.0
51.2,0.284,0.3945,-0.1105,0.2065,0.221,0.1326,0.2651,-0.048,0.2171,129,0.0
51.4,0.277,0.3966,-0.1196,0.2094,0.2254,0.1298,0.2596,-0.0518,0.2078,128,0.0
51.6,0.2776,0.3955,-0.1179,0.2079,0.2299,0.1356,0.2712,-0.0479,0.2232,130,0.0
51.8,0.2971,0.3992,-0.102,0.2131,0.2343,0.1527,0.3054,-0.0404,0.2649,137,0.0
