time,dist,d_safe,df,speed,v_leader,v_ref,uff,u_mpc,u_total,pwm,pred_penalty
880.2,0.2668,0.4019,-0.1351,0.217,0.1875,0.0794,0.1589,-0.0823,0.0766,107,0.0
880.4,0.2591,0.3969,-0.1378,0.2098,0.1831,0.0728,0.1457,-0.0823,0.0634,105,0.0
880.6,0.2588,0.3998,-0.141,0.214,0.1786,0.0658,0.1316,-0.0882,0.0434,101,0.0
880.8,0.2517,0.3967,-0.145,0.2096,0.1741,0.0581,0.1162,-0.0902,0.026,99,0.0
881.0,0.2586,0.3876,-0.129,0.1965,0.1697,0.0665,0.133,-0.0779,0.0551,103,0.0
881.2,0.2409,0.3894,-0.1484,0.1991,0.1653,0.0465,0.093,-0.0912,0.0,0,0.0
881.4,0.2489,0.3679,-0.119,0.1685,0.1608,0.0656,0.1312,-0.0633,0.0,0,0.0
881.6,0.2401,0.3518,-0.1117,0.1454,0.1565,0.0671,0.1342,-0.0503,0.0,0,0.0
881.8,0.2502,0.3369,-0.0868,0.1242,0.1521,0.0827,0.1654,-0.0294,0.136,116,0.0
882.0,0.2628,0.3451,-0.0823,0.1358,0.1478,0.082,0.164,-0.0351,0.1288,115,0.0
882.2,0.2601,0.3522,-0.0921,0.146,0.1435,0.0698,0.1397,-0.0473,0.0924,109,0.0
882.4,0.2411,0.3583,-0.1172,0.1548,0.1393,0.0455,0.0909,-0.0664,0.0,0,0.0
882.6,0.246,0.3414,-0.0954,0.1306,0.135,0.0587,0.1174,-0.0455,0.0,0,0.0
882.8,0.2581,0.326,-0.0679,0.1086,0.1309,0.0765,0.153,-0.0228,0.1302,115,0.0
883.0,0.2472,0.3373,-0.0901,0.1248,0.1267,0.0546,0.1093,-0.0441,0.0,0,0.0
883.2,0.2594,0.3248,-0.0653,0.1068,0.1226,0.0704,0.1407,-0.0248,0.116,113,0.0
883.4,0.2675,0.3336,-0.0661,0.1194,0.1186,0.0657,0.1315,-0.0334,0.0981,110,0.0
883.6,0.2645,0.3378,-0.0734,0.1255,0.1146,0.0559,0.1119,-0.0421,0.0698,106,0.0
883.8,0.2414,0.348,-0.1066,0.14,0.1107,0.0254,0.0508,-0.0679,0.0,0,0.0
884.0,0.2445,0.3315,-0.0871,0.1165,0.1068,0.0371,0.0743,-0.0484,0.0,0,0.0
884.2,0.2579,0.3209,-0.063,0.1013,0.103,0.0526,0.1052,-0.0307,0.0745,106,0.0
884.4,0.2474,0.3291,-0.0817,0.113,0.0992,0.0339,0.0677,-0.0478,0.0,0,0.0
884.6,0.2525,0.3157,-0.0632,0.0939,0.0955,0.0449,0.0899,-0.0308,0.0591,104,0.0
884.8,0.2333,0.327,-0.0937,0.1101,0.0919,0.0169,0.0338,-0.0559,0.0,0,0.0
885.0,0.2489,0.3135,-0.0646,0.0908,0.0883,0.0367,0.0733,-0.0335,0.0,0,0.0
885.2,0.2472,0.3037,-0.0566,0.0768,0.0848,0.0396,0.0792,-0.0243,0.0,0,0.0
885.4,0.252,0.2949,-0.0429,0.0641,0.0814,0.0471,0.0942,-0.0128,0.0814,108,0.0
885.6,0.2353,0.312,-0.0766,0.0885,0.0781,0.0168,0.0336,-0.0435,0.0,0,0.0
885.8,0.2527,0.3004,-0.0477,0.0719,0.0748,0.0367,0.0733,-0.0224,0.0509,103,0.0
886.0,0.2335,0.3123,-0.0788,0.089,0.0716,0.0086,0.0171,-0.0481,0.0,0,0.0
886.2,0.2463,0.3045,-0.0583,0.0779,0.0685,0.0219,0.0437,-0.0338,0.0,0,0.0
886.4,0.238,0.2948,-0.0568,0.064,0.0655,0.02,0.04,-0.0277,0.0,0,0.0
886.6,0.2384,0.2884,-0.0501,0.0549,0.0625,0.0225,0.0449,-0.0212,0.0,0,0.0
886.8,0.2389,0.2797,-0.0408,0.0425,0.0596,0.027,0.054,-0.0118,0.0,0,0.0
887.0,0.2574,0.2752,-0.0178,0.0359,0.0569,0.0426,0.0853,0.0016,0.0869,108,0.0
887.2,0.245,0.2912,-0.0461,0.0588,0.0542,0.0173,0.0346,-0.0254,0.0,0,0.0
887.4,0.2474,0.2892,-0.0418,0.056,0.0516,0.0181,0.0362,-0.0231,0.0,0,0.0
887.6,0.2299,0.2829,-0.053,0.047,0.0,0.0,0.0,-0.0288,0.0,0,0.0
887.8,0.2261,0.2767,-0.0506,0.0381,0.0,0.0,0.0,-0.0241,0.0,0,0.0
888.0,0.2222,0.2731,-0.051,0.033,0.0,0.0,0.0,-0.0216,0.0,0,0.0
888.2,0.2203,0.2711,-0.0508,0.0301,0.0,0.0,0.0,-0.0201,0.0,0,0.0
888.4,0.2221,0.2638,-0.0417,0.0197,0.0,0.0,0.0,-0.014,0.0,0,0.0
888.6,0.2088,0.2616,-0.0528,0.0166,0.0,0.0,0.0,-0.0136,0.0,0,0.0
888.8,0.2023,0.2623,-0.06,0.0176,0.0,0.0,0.0,-0.0148,0.0,0,0.0
889.0,0.2023,0.261,-0.0586,0.0156,0.0,0.0,0.0,-0.0137,0.0,0,0.0
889.2,0.1913,0.2574,-0.0661,0.0106,0.0,0.0,0.0,-0.0119,0.0,0,0.0
889.4,0.1923,0.2556,-0.0633,0.0079,0.0,0.0,0.0,-0.0103,0.0,0,0.0
889.6,0.1942,0.2552,-0.061,0.0074,0.0,0.0,0.0,-0.0098,0.0,0,0.0
889.8,0.1909,0.2557,-0.0648,0.0081,0.0,0.0,0.0,-0.0105,0.0,0,0.0
890.0,0.1894,0.2518,-0.0624,0.0026,0.0,0.0,0.0,-0.0075,0.0,0,0.0
890.2,0.2002,0.2515,-0.0513,0.0021,0.0,0.0,0.0,-0.0062,0.0,0,0.0
890.4,0.2003,0.2563,-0.056,0.009,0.0,0.0,0.0,-0.0101,0.0,0,0.0
890.6,0.1838,0.2501,-0.0663,0.0002,0.0,0.0,0.0,-0.0067,0.0,0,0.0
890.8,0.1945,0.2558,-0.0613,0.0083,0.0,0.0,0.0,-0.0103,0.0,0,0.0
891.0,0.193,0.25,-0.057,0.0,0.0,0.0,0.0,-0.0057,0.0,0,0.0
891.2,0.1865,0.25,-0.0635,0.0,0.0,0.0,0.0,-0.0064,0.0,0,0.0
891.4,0.1797,0.25,-0.0703,0.0,0.0,0.0,0.0,-0.007,0.0,0,0.0
891.6,0.1805,0.25,-0.0695,0.0,0.0,0.0,0.0,-0.0069,0.0,0,0.0
891.8,0.1822,0.25,-0.0678,0.0,0.0,0.0,0.0,-0.0068,0.0,0,0.0
892.0,0.1814,0.2514,-0.07,0.002,0.0,0.0,0.0,-0.008,0.0,0,0.0
892.2,0.1956,0.2501,-0.0545,0.0001,0.0,0.0,0.0,-0.0055,0.0,0,0.0
892.4,0.1941,0.251,-0.057,0.0015,0.0,0.0,0.0,-0.0064,0.0,0,0.0
892.6,0.1782,0.2511,-0.0729,0.0016,0.0,0.0,0.0,-0.0081,0.0,0,0.0
892.8,0.1838,0.2505,-0.0666,0.0006,0.0,0.0,0.0,-0.007,0.0,0,0.0
893.0,0.1776,0.253,-0.0754,0.0043,0.0,0.0,0.0,-0.0097,0.0,0,0.0
893.2,0.189,0.25,-0.061,0.0,0.0,0.0,0.0,-0.0061,0.0,0,0.0
893.4,0.1845,0.2501,-0.0655,0.0001,0.0,0.0,0.0,-0.0066,0.0,0,0.0
893.6,0.1786,0.253,-0.0744,0.0042,0.0,0.0,0.0,-0.0096,0.0,0,0.0
893.8,0.1958,0.2526,-0.0568,0.0037,0.0,0.0,0.0,-0.0076,0.0,0,0.0
894.0,0.179,0.25,-0.071,0.0,0.0,0.0,0.0,-0.0071,0.0,0,0.0
894.2,0.1893,0.25,-0.0607,0.0,0.0,0.0,0.0,-0.0061,0.0,0,0.0
894.4,0.1914,0.25,-0.0586,0.0,0.0,0.0,0.0,-0.0059,0.0,0,0.0
894.6,0.1853,0.25,-0.0647,0.0,0.0,0.0,0.0,-0.0065,0.0,0,0.0
894.8,0.1929,0.2524,-0.0595,0.0034,0.0,0.0,0.0,-0.0077,0.0,0,0.0
895.0,0.1887,0.251,-0.0623,0.0014,0.0,0.0,0.0,-0.0069,0.0,0,0.0
895.2,0.1788,0.2509,-0.0722,0.0013,0.0,0.0,0.0,-0.0079,0.0,0,0.0
895.4,0.1959,0.252,-0.0561,0.0029,0.0,0.0,0.0,-0.007,0.0,0,0.0
895.6,0.1816,0.25,-0.0684,0.0,0.0,0.0,0.0,-0.0068,0.0,0,0.0
895.8,0.1797,0.2535,-0.0738,0.005,0.0,0.0,0.0,-0.0099,0.0,0,0.0
896.0,0.1901,0.2508,-0.0607,0.0011,0.0,0.0,0.0,-0.0066,0.0,0,0.0
896.2,0.1864,0.253,-0.0666,0.0042,0.0,0.0,0.0,-0.0088,0.0,0,0.0
896.4,0.1848,0.25,-0.0652,0.0,0.0,0.0,0.0,-0.0065,0.0,0,0.0
896.6,0.1942,0.2504,-0.0562,0.0006,0.0,0.0,0.0,-0.0059,0.0,0,0.0
896.8,0.1869,0.2525,-0.0656,0.0036,0.0,0.0,0.0,-0.0084,0.0,0,0.0
897.0,0.1964,0.25,-0.0536,0.0,0.0513,0.0,0.0,-0.0054,0.0,0,0.0
897.2,0.2071,0.2509,-0.0437,0.0012,0.0539,0.0189,0.0378,0.0045,0.0,0,0.0
897.4,0.2225,0.25,-0.0275,0.0,0.0565,0.0345,0.0691,0.0145,0.0,0,0.0
897.6,0.2317,0.2521,-0.0204,0.003,0.0593,0.043,0.086,0.018,0.0,0,0.0
897.8,0.2381,0.25,-0.0119,0.0,0.0622,0.0526,0.1053,0.0251,0.0,0,0.0
898.0,0.2492,0.25,-0.0008,0.0,0.0651,0.0644,0.1289,0.0321,0.0,0,0.0
898.2,0.2748,0.2532,0.0216,0.0045,0.0681,0.0854,0.1708,0.0426,0.2134,129,0.0
898.4,0.2705,0.2709,-0.0003,0.0298,0.0712,0.0709,0.1419,0.0205,0.1624,120,0.0
898.6,0.2757,0.2944,-0.0188,0.0634,0.0744,0.0594,0.1188,-0.0039,0.1149,113,0.0
898.8,0.277,0.3099,-0.0329,0.0856,0.0777,0.0513,0.1027,-0.0204,0.0823,108,0.0
899.0,0.2698,0.3216,-0.0518,0.1023,0.081,0.0395,0.079,-0.0366,0.0425,101,0.0
899.2,0.2786,0.3236,-0.0451,0.1052,0.0844,0.0484,0.0967,-0.0329,0.0638,105,0.0
899.4,0.2723,0.3348,-0.0625,0.1211,0.0879,0.0379,0.0758,-0.0479,0.028,99,0.0
899.6,0.2581,0.3376,-0.0795,0.1252,0.0914,0.0279,0.0557,-0.0566,0.0,0,0.0
899.8,0.2549,0.3238,-0.0689,0.1054,0.0951,0.04,0.0799,-0.0396,0.0404,101,0.0
900.0,0.2447,0.3362,-0.0916,0.1232,0.0988,0.0255,0.051,-0.058,0.0,0,0.0
900.2,0.2546,0.3225,-0.0678,0.1035,0.1025,0.0482,0.0965,-0.0344,0.0621,104,0.0
900.4,0.2377,0.3292,-0.0915,0.1131,0.1063,0.0331,0.0663,-0.0491,0.0,0,0.0
900.6,0.2583,0.3166,-0.0583,0.0951,0.1102,0.0635,0.1271,-0.0216,0.1055,111,0.0
900.8,0.2407,0.3307,-0.09,0.1153,0.1141,0.0422,0.0843,-0.0455,0.0,0,0.0
901.0,0.2608,0.3186,-0.0578,0.098,0.1181,0.0719,0.1438,-0.0188,0.125,114,0.0
901.2,0.2607,0.3248,-0.064,0.1068,0.1221,0.0709,0.1418,-0.0244,0.1175,113,0.0
901.4,0.2576,0.334,-0.0764,0.12,0.1262,0.0651,0.1302,-0.0351,0.0952,110,0.0
901.6,0.2623,0.3427,-0.0804,0.1324,0.1303,0.066,0.1321,-0.0412,0.0909,109,0.0
901.8,0.2579,0.3535,-0.0956,0.1479,0.1345,0.058,0.116,-0.0545,0.0615,104,0.0
902.0,0.2458,0.3529,-0.1072,0.1471,0.1387,0.053,0.106,-0.0578,0.0,0,0.0
902.2,0.263,0.3362,-0.0731,0.1231,0.143,0.0845,0.169,-0.0266,0.1423,117,0.0
902.4,0.2632,0.3444,-0.0812,0.1349,0.1473,0.0823,0.1646,-0.0344,0.1302,115,0.0
902.6,0.2674,0.3563,-0.0888,0.1518,0.1516,0.0805,0.1611,-0.0445,0.1165,113,0.0
902.8,0.2627,0.3582,-0.0956,0.1546,0.1559,0.0795,0.1589,-0.0471,0.1118,112,0.0
903.0,0.265,0.3636,-0.0986,0.1622,0.1603,0.0814,0.1628,-0.0503,0.1126,113,0.0
903.2,0.2493,0.3709,-0.1216,0.1727,0.1647,0.0674,0.1349,-0.0648,0.0,0,0.0
903.4,0.254,0.352,-0.0979,0.1457,0.1691,0.0908,0.1816,-0.0372,0.1443,118,0.0
903.6,0.2652,0.3581,-0.0929,0.1544,0.1736,0.0993,0.1985,-0.0369,0.1617,120,0.0
903.8,0.2614,0.3635,-0.1021,0.1622,0.178,0.0963,0.1926,-0.0431,0.1495,118,0.0
904.0,0.2631,0.3661,-0.103,0.1659,0.1825,0.1001,0.2002,-0.0432,0.157,120,0.0
904.2,0.2702,0.3735,-0.1033,0.1764,0.187,0.1044,0.2087,-0.0463,0.1624,120,0.0
904.4,0.2835,0.3736,-0.0901,0.1766,0.1915,0.1194,0.2389,-0.0376,0.2013,127,0.0
904.6,0.2695,0.3837,-0.1142,0.1911,0.196,0.1046,0.2092,-0.0547,0.1545,119,0.0
904.8,0.2902,0.3843,-0.0942,0.1919,0.2005,0.1251,0.2503,-0.0428,0.2075,128,0.0
905.0,0.2919,0.3852,-0.0933,0.1931,0.205,0.1304,0.2607,-0.0407,0.22,130,0.0
905.2,0.2806,0.3905,-0.1099,0.2008,0.2095,0.1216,0.2431,-0.0506,0.1926,125,0.0
905.4,0.2898,0.3896,-0.0998,0.1994,0.214,0.1341,0.2683,-0.0426,0.2257,131,0.0
905.6,0.2943,0.3928,-0.0985,0.2041,0.2184,0.1396,0.2792,-0.0421,0.2371,132,0.0
905.8,0.286,0.3961,-0.11,0.2087,0.2229,0.1349,0.2698,-0.0479,0.2219,130,0.0
906.0,0.2943,0.3997,-0.1054,0.2138,0.2274,0.1431,0.2861,-0.0459,0.2402,133,0.0
906.2,0.2906,0.4001,-0.1095,0.2144,0.2318,0.1442,0.2884,-0.0461,0.2424,133,0.0
906.4,0.2949,0.4061,-0.1112,0.223,0.2362,0.1473,0.2946,-0.049,0.2456,134,0.0
906.6,0.2982,0.407,-0.1089,0.2243,0.2406,0.1535,0.3071,-0.0463,0.2608,136,0.0
906.8,0.3084,0.4047,-0.0963,0.221,0.245,0.168,0.336,-0.0361,0.2998,142,0.0
907.0,0.3192,0.4095,-0.0904,0.2279,0.2493,0.1771,0.3541,-0.0345,0.3196,146,0.0
907.2,0.3243,0.4136,-0.0893,0.2337,0.2537,0.1822,0.3645,-0.0346,0.3298,147,0.0
907.4,0.3276,0.4138,-0.0861,0.2339,0.2579,0.189,0.378,-0.0311,0.347,150,0.0
907.6,0.3268,0.4221,-0.0953,0.2458,0.2622,0.1859,0.3719,-0.0395,0.3324,148,0.0
907.8,0.3379,0.4216,-0.0837,0.2452,0.2664,0.1994,0.3988,-0.0312,0.3676,153,0.0
908.0,0.3401,0.4252,-0.085,0.2503,0.2705,0.2025,0.405,-0.0324,0.3726,154,0.0
908.2,0.344,0.428,-0.0839,0.2542,0.2747,0.2075,0.415,-0.0318,0.3833,156,0.0
908.4,0.3424,0.4321,-0.0897,0.2602,0.2787,0.207,0.4139,-0.0356,0.3783,155,0.0
908.6,0.3478,0.4335,-0.0857,0.2621,0.2827,0.2142,0.4284,-0.0325,0.3959,158,0.0
908.8,0.3426,0.4316,-0.089,0.2594,0.2867,0.2155,0.4311,-0.0308,0.4003,159,0.0
909.0,0.3669,0.4329,-0.066,0.2613,0.2906,0.2378,0.4756,-0.0184,0.4573,168,0.0
909.2,0.3612,0.4395,-0.0783,0.2707,0.2945,0.2319,0.4637,-0.0273,0.4365,164,0.0
909.4,0.3717,0.4394,-0.0677,0.2706,0.2983,0.2441,0.4883,-0.02,0.4683,169,0.0
909.6,0.3726,0.4399,-0.0673,0.2713,0.302,0.2482,0.4963,-0.0183,0.478,171,0.0
909.8,0.3822,0.4456,-0.0634,0.2794,0.3057,0.255,0.51,-0.0185,0.4915,173,0.0
910.0,0.3876,0.4497,-0.062,0.2852,0.3093,0.2597,0.5194,-0.019,0.5004,175,0.0
910.2,0.3815,0.448,-0.0665,0.2828,0.3129,0.2597,0.5193,-0.0182,0.5011,175,0.0
910.4,0.3894,0.4556,-0.0662,0.2938,0.3163,0.2633,0.5267,-0.0218,0.5048,175,0.0
910.6,0.4079,0.4568,-0.0489,0.2954,0.3197,0.2806,0.5612,-0.0123,0.5489,182,0.0
910.8,0.4043,0.457,-0.0527,0.2956,0.323,0.2809,0.5618,-0.0126,0.5491,182,0.0
911.0,0.4134,0.4636,-0.0502,0.3052,0.3263,0.2861,0.5722,-0.0146,0.5576,184,0.0
911.2,0.4193,0.4647,-0.0454,0.3068,0.3295,0.2931,0.5863,-0.0114,0.5749,186,0.0
911.4,0.4272,0.464,-0.0368,0.3057,0.3325,0.3031,0.6063,-0.005,0.6013,191,0.0
911.6,0.4159,0.4718,-0.0558,0.3168,0.3355,0.2909,0.5818,-0.0185,0.5632,185,0.0
911.8,0.4193,0.4693,-0.0501,0.3133,0.3385,0.2984,0.5968,-0.0125,0.5844,188,0.0
912.0,0.4374,0.469,-0.0317,0.3129,0.3413,0.3159,0.6319,-0.0017,0.6302,195,0.0
912.2,0.4463,0.4723,-0.026,0.3176,0.344,0.3232,0.6464,0.0002,0.6466,198,0.0
912.4,0.4469,0.475,-0.0281,0.3215,0.3467,0.3242,0.6484,-0.0015,0.6469,198,0.0
912.6,0.4377,0.4834,-0.0457,0.3335,0.3493,0.3127,0.6253,-0.015,0.6104,192,0.0
912.8,0.4478,0.4818,-0.034,0.3312,0.3517,0.3245,0.6491,-0.0067,0.6423,197,0.0
913.0,0.4494,0.4848,-0.0354,0.3354,0.3541,0.3258,0.6516,-0.0083,0.6433,197,0.0
913.2,0.4558,0.4876,-0.0317,0.3394,0.3564,0.331,0.662,-0.0074,0.6546,199,0.0
913.4,0.4657,0.4839,-0.0182,0.3342,0.3586,0.344,0.688,0.0031,0.6911,205,0.0
913.6,0.4644,0.4868,-0.0224,0.3382,0.3606,0.3427,0.6854,-0.0,0.6854,204,0.0
913.8,0.4636,0.4895,-0.0259,0.3421,0.3626,0.3419,0.6837,-0.0027,0.681,203,0.0
914.0,0.4773,0.4951,-0.0178,0.3501,0.3645,0.3503,0.7006,-0.0017,0.6989,206,0.0
914.2,0.4811,0.4922,-0.011,0.3459,0.3663,0.3574,0.7149,0.0046,0.7195,210,0.0
914.4,0.4865,0.4951,-0.0086,0.3501,0.3679,0.3611,0.7221,0.0046,0.7267,211,0.0
914.6,0.4735,0.5014,-0.0279,0.3591,0.3695,0.3472,0.6945,-0.0087,0.6857,204,0.0
914.8,0.4866,0.5004,-0.0138,0.3577,0.371,0.36,0.7199,-0.0003,0.7197,210,0.0
915.0,0.4947,0.5037,-0.009,0.3624,0.3723,0.3651,0.7302,0.0004,0.7306,211,0.0
915.2,0.5001,0.5054,-0.0053,0.3649,0.3736,0.3693,0.7387,0.0017,0.7404,213,0.0
915.4,0.4882,0.5061,-0.0179,0.3658,0.3747,0.3604,0.7208,-0.0045,0.7163,209,0.0
915.6,0.5002,0.5031,-0.0029,0.3616,0.3757,0.3734,0.7468,0.0056,0.7525,215,0.0
915.8,0.5002,0.503,-0.0029,0.3615,0.3767,0.3744,0.7487,0.0062,0.7549,215,0.0
916.0,0.5056,0.5049,0.0008,0.3641,0.3775,0.3781,0.7561,0.0071,0.7632,217,0.0
916.2,0.5099,0.5089,0.001,0.3699,0.3782,0.3789,0.7579,0.0046,0.7625,216,0.0
916.4,0.4993,0.5072,-0.0079,0.3674,0.3787,0.3724,0.7449,0.0018,0.7466,214,0.0
916.6,0.5147,0.5136,0.0011,0.3766,0.3792,0.38,0.76,0.0018,0.7618,216,0.0
916.8,0.4988,0.5089,-0.0101,0.3699,0.3796,0.3715,0.7429,-0.0002,0.7427,213,0.0
917.0,0.5065,0.5144,-0.0079,0.3777,0.3798,0.3735,0.747,-0.0029,0.7441,214,0.0
917.2,0.5107,0.513,-0.0023,0.3758,0.38,0.3781,0.7563,0.001,0.7572,216,0.0
917.4,0.5121,0.5151,-0.0031,0.3787,0.38,0.3776,0.7551,-0.0009,0.7542,215,0.0
917.6,0.5061,0.5154,-0.0092,0.3791,0.3799,0.3725,0.745,-0.0042,0.7408,213,0.0
917.8,0.5088,0.5146,-0.0058,0.378,0.3797,0.3751,0.7501,-0.0021,0.7481,214,0.0
918.0,0.5193,0.5105,0.0088,0.3722,0.3794,0.38,0.76,0.0048,0.7648,217,0.0
918.2,0.5175,0.5163,0.0012,0.3805,0.379,0.3799,0.7598,-0.0002,0.7596,216,0.0
918.4,0.5128,0.5148,-0.0019,0.3783,0.3784,0.3769,0.7538,-0.0009,0.7529,215,0.0
918.6,0.5183,0.512,0.0063,0.3743,0.3778,0.38,0.76,0.0035,0.7635,217,0.0
918.8,0.5022,0.5126,-0.0104,0.3752,0.377,0.3687,0.7373,-0.0043,0.7331,212,0.0
919.0,0.5153,0.5159,-0.0006,0.3799,0.3762,0.3757,0.7513,-0.0022,0.7491,214,0.0
919.2,0.5112,0.5127,-0.0015,0.3752,0.3752,0.374,0.748,-0.0008,0.7473,214,0.0
919.4,0.5184,0.5162,0.0023,0.3802,0.3741,0.3759,0.7518,-0.0019,0.7499,214,0.0
919.6,0.5139,0.5166,-0.0027,0.3808,0.3729,0.3707,0.7415,-0.0053,0.7362,212,0.0
919.8,0.504,0.5148,-0.0108,0.3783,0.3716,0.363,0.726,-0.0087,0.7173,209,0.0
920.0,0.4998,0.513,-0.0132,0.3757,0.3702,0.3596,0.7192,-0.0094,0.7099,208,0.0
920.2,0.5095,0.515,-0.0056,0.3786,0.3687,0.3642,0.7284,-0.0078,0.7206,210,0.0
920.4,0.5042,0.515,-0.0107,0.3785,0.367,0.3584,0.7169,-0.0111,0.7058,207,0.0
920.6,0.4922,0.5088,-0.0166,0.3697,0.3653,0.352,0.704,-0.0105,0.6935,205,0.0
920.8,0.494,0.5077,-0.0137,0.3682,0.3635,0.3525,0.705,-0.0092,0.6957,206,0.0
921.0,0.4966,0.5108,-0.0143,0.3726,0.3615,0.3501,0.7003,-0.0127,0.6876,205,0.0
921.2,0.5051,0.5047,0.0005,0.3638,0.3595,0.3599,0.7198,-0.0019,0.7178,209,0.0
921.4,0.4973,0.5113,-0.014,0.3732,0.3574,0.3462,0.6924,-0.0149,0.6774,203,0.0
921.6,0.4886,0.5066,-0.018,0.3666,0.3551,0.3407,0.6814,-0.0148,0.6667,201,0.0
921.8,0.4872,0.5055,-0.0183,0.365,0.3528,0.3382,0.6764,-0.0152,0.6612,200,0.0
922.0,0.4853,0.5012,-0.016,0.3589,0.3504,0.3376,0.6752,-0.0122,0.663,201,0.0
922.2,0.4939,0.504,-0.0101,0.3628,0.3479,0.3398,0.6796,-0.0125,0.667,201,0.0
922.4,0.4803,0.5015,-0.0211,0.3592,0.3452,0.3283,0.6567,-0.0176,0.6391,197,0.0
922.6,0.4694,0.499,-0.0296,0.3557,0.3425,0.3189,0.6378,-0.0214,0.6164,193,0.0
922.8,0.4831,0.4998,-0.0167,0.3569,0.3398,0.3264,0.6527,-0.017,0.6358,196,0.0
923.0,0.4694,0.4988,-0.0294,0.3555,0.3369,0.3133,0.6267,-0.024,0.6026,191,0.0
923.2,0.4722,0.497,-0.0248,0.3528,0.3339,0.3141,0.6282,-0.0218,0.6063,192,0.0
923.4,0.4602,0.495,-0.0347,0.3499,0.3309,0.3031,0.6062,-0.0269,0.5792,187,0.0
923.6,0.4611,0.4916,-0.0306,0.3452,0.3277,0.3033,0.6065,-0.024,0.5825,188,0.0
923.8,0.4461,0.4879,-0.0418,0.3399,0.3245,0.2911,0.5822,-0.0286,0.5536,183,0.0
924.0,0.4581,0.486,-0.0279,0.3371,0.3212,0.2989,0.5978,-0.0219,0.5759,187,0.0
924.2,0.4459,0.4868,-0.0409,0.3383,0.3179,0.2851,0.5702,-0.0307,0.5395,181,0.0
924.4,0.4456,0.487,-0.0414,0.3385,0.3144,0.2813,0.5626,-0.0327,0.5299,179,0.0
924.6,0.4375,0.4852,-0.0477,0.336,0.3109,0.2728,0.5456,-0.0364,0.5092,176,0.0
924.8,0.4398,0.4813,-0.0415,0.3305,0.3073,0.2741,0.5483,-0.0323,0.5159,177,0.0
925.0,0.4373,0.4802,-0.0429,0.3289,0.3037,0.2694,0.5388,-0.034,0.5048,175,0.0
925.2,0.4332,0.4779,-0.0447,0.3256,0.3,0.2642,0.5285,-0.0352,0.4933,173,0.0
925.4,0.4107,0.475,-0.0643,0.3214,0.2962,0.2448,0.4896,-0.0448,0.4448,166,0.0
925.6,0.4101,0.4734,-0.0633,0.3191,0.2924,0.2417,0.4835,-0.045,0.4385,165,0.0
925.8,0.4012,0.4699,-0.0687,0.3142,0.2885,0.2335,0.467,-0.0472,0.4198,162,0.0
926.0,0.4104,0.4637,-0.0534,0.3053,0.2845,0.2419,0.4837,-0.0371,0.4466,166,0.0
926.2,0.4053,0.4615,-0.0562,0.3022,0.2805,0.2356,0.4712,-0.0389,0.4322,164,0.0
926.4,0.3851,0.4659,-0.0808,0.3084,0.2765,0.2118,0.4236,-0.0564,0.3673,153,0.0
926.6,0.3795,0.4563,-0.0768,0.2947,0.2724,0.211,0.422,-0.0495,0.3724,154,0.0
926.8,0.3867,0.4556,-0.0689,0.2938,0.2683,0.2131,0.4262,-0.0472,0.379,155,0.0
927.0,0.3708,0.4551,-0.0843,0.293,0.2641,0.1966,0.3932,-0.0566,0.3366,148,0.0
927.2,0.3672,0.4486,-0.0815,0.2838,0.2598,0.1947,0.3893,-0.0527,0.3366,148,0.0
927.4,0.3657,0.4494,-0.0838,0.2849,0.2556,0.1886,0.3772,-0.0565,0.3206,146,0.0
927.6,0.3563,0.4472,-0.0909,0.2817,0.2513,0.1786,0.3571,-0.0606,0.2965,142,0.0
927.8,0.3621,0.4447,-0.0826,0.2782,0.247,0.1809,0.3617,-0.0569,0.3048,143,0.0
928.0,0.3463,0.4375,-0.0912,0.2679,0.2426,0.1696,0.3393,-0.0582,0.281,139,0.0
928.2,0.3484,0.4405,-0.0921,0.2721,0.2382,0.1646,0.3291,-0.063,0.2661,137,0.0
928.4,0.3407,0.4337,-0.093,0.2624,0.2338,0.1594,0.3188,-0.0608,0.258,136,0.0
928.6,0.3233,0.4339,-0.1106,0.2627,0.2294,0.1409,0.2818,-0.072,0.2098,128,0.0
928.8,0.3215,0.4284,-0.1069,0.2548,0.2249,0.1394,0.2788,-0.0684,0.2105,128,0.0
929.0,0.3186,0.4248,-0.1062,0.2497,0.2205,0.1355,0.271,-0.0677,0.2033,127,0.0
929.2,0.3169,0.4254,-0.1085,0.2505,0.216,0.1292,0.2583,-0.0715,0.1868,124,0.0
929.4,0.2988,0.4196,-0.1208,0.2422,0.2115,0.1149,0.2298,-0.0758,0.154,119,0.0
929.6,0.3086,0.4152,-0.1066,0.236,0.207,0.1217,0.2435,-0.0678,0.1756,123,0.0
929.8,0.2984,0.4158,-0.1174,0.2369,0.2025,0.1085,0.2171,-0.0759,0.1412,117,0.0
930.0,0.2854,0.4081,-0.1227,0.2258,0.198,0.0999,0.1997,-0.0752,0.1245,114,0.0
930.2,0.2753,0.4049,-0.1296,0.2213,0.1935,0.0898,0.1797,-0.0787,0.101,111,0.0
930.4,0.2681,0.407,-0.139,0.2243,0.189,0.0779,0.1557,-0.0871,0.0686,105,0.0
930.6,0.2593,0.4027,-0.1433,0.2181,0.1845,0.0699,0.1397,-0.0885,0.0513,103,0.0
