time,dist,d_safe,df,speed,v_leader,v_ref,uff,u_mpc,u_total,pwm,pred_penalty
1773841236.005,0.5012,0.2500,0.2512,0.0000,0.0000,0.0264,0.0000,0.0500,0.0500,95,0.0000
1773841236.206,0.4954,0.2500,0.2454,0.0000,0.0000,0.0258,0.0000,0.0611,0.0611,103,0.0000
1773841236.406,0.4866,0.2500,0.2366,0.0000,0.0000,0.0416,0.0000,0.0857,0.0857,108,0.0000
1773841236.606,0.4791,0.2500,0.2291,0.0000,0.0000,0.0511,0.0000,0.1200,0.1200,114,0.0000
1773841236.806,0.4728,0.2500,0.2228,0.0000,0.0000,0.0566,0.0000,0.1589,0.1589,120,0.0000
1773841237.006,0.4674,0.2500,0.2174,0.0000,0.0000,0.0596,0.0000,0.1983,0.1983,126,0.0000
1773841237.207,0.4627,0.2500,0.2127,0.0000,0.0000,0.0611,0.0000,0.2353,0.2353,132,0.0000
1773841237.407,0.4588,0.2500,0.2088,0.0000,0.0000,0.0616,0.0000,0.2683,0.2683,137,0.0000
1773841237.607,0.4555,0.2500,0.2055,0.0000,0.0000,0.0616,0.0000,0.2967,0.2967,142,0.0000
1773841237.807,0.4532,0.2500,0.2032,0.0000,0.0000,0.0614,0.0000,0.3204,0.3204,146,0.0000
1773841238.008,0.4508,0.2500,0.2008,0.0000,0.0000,0.0610,0.0000,0.3396,0.3396,149,0.0000
1773841238.208,0.4486,0.2500,0.1986,0.0000,0.0000,0.0605,0.0000,0.3548,0.3548,151,0.0000
1773894366.575,0.4468,0.2500,0.1968,0.0000,0.0000,0.0600,0.0000,0.3664,0.3664,153,0.0000
1773894366.775,0.4550,0.2586,0.1964,0.0000,0.0122,0.0639,0.0000,0.3847,0.3847,156,0.0000
1773894366.975,0.4570,0.2581,0.1989,0.0000,0.0116,0.0665,0.0000,0.4066,0.4066,160,0.0000
1773894367.176,0.4538,0.2557,0.1981,0.0000,0.0081,0.0669,0.0000,0.4269,0.4269,163,0.0000
1773894367.376,0.4513,0.2540,0.1973,0.0000,0.0057,0.0662,0.0000,0.4429,0.4429,165,0.0000
1773894367.576,0.4490,0.2528,0.1962,0.0000,0.0040,0.0650,0.0000,0.4541,0.4541,167,0.0000
1773894367.777,0.4568,0.2602,0.1966,0.0000,0.0145,0.0680,0.0000,0.4701,0.4701,170,0.0000
1773894367.977,0.4577,0.2580,0.1996,0.0000,0.0115,0.0692,0.0000,0.4867,0.4867,172,0.0000
1773894368.177,0.4589,0.2569,0.2020,0.0000,0.0099,0.0696,0.0000,0.5022,0.5022,175,0.0000
1773894368.378,0.4600,0.2560,0.2040,0.0000,0.0085,0.0697,0.0000,0.5158,0.5158,177,0.0000
1773894368.578,0.4609,0.2551,0.2058,0.0000,0.0073,0.0694,0.0000,0.5270,0.5270,179,0.0000
1773894368.778,0.4611,0.2538,0.2073,0.0000,0.0055,0.0688,0.0000,0.5351,0.5351,180,0.0000
1773894368.978,0.4575,0.2527,0.2048,0.0000,0.0038,0.0676,0.0000,0.5392,0.5392,181,0.0000
1773894369.179,0.4581,0.2525,0.2056,0.0000,0.0036,0.0668,0.0000,0.5407,0.5407,181,0.0000
1773894369.379,0.4594,0.2532,0.2063,0.0000,0.0045,0.0666,0.0000,0.5413,0.5413,181,0.0000
1773894369.579,0.4649,0.2580,0.2069,0.0000,0.0114,0.0690,0.0000,0.5469,0.5469,182,0.0000
1773894369.780,0.4652,0.2559,0.2093,0.0000,0.0084,0.0698,0.0000,0.5537,0.5537,183,0.0000
1773894369.980,0.4648,0.2541,0.2107,0.0000,0.0059,0.0695,0.0000,0.5593,0.5593,184,0.0000
1773894370.180,0.4606,0.2529,0.2077,0.0000,0.0041,0.0685,0.0000,0.5616,0.5616,184,0.0000
1773894370.380,0.4569,0.2520,0.2049,0.0000,0.0029,0.0670,0.0000,0.5604,0.5604,184,0.0000
1773894370.581,0.4583,0.2528,0.2054,0.0000,0.0041,0.0666,0.0000,0.5579,0.5579,184,0.0000
1773894370.781,0.4596,0.2533,0.2062,0.0000,0.0048,0.0666,0.0000,0.5556,0.5556,183,0.0000
1773894370.981,0.4605,0.2533,0.2072,0.0000,0.0048,0.0667,0.0000,0.5538,0.5538,183,0.0000
1773894371.182,0.4613,0.2532,0.2081,0.0000,0.0046,0.0668,0.0000,0.5525,0.5525,183,0.0000
1773894371.382,0.4583,0.2522,0.2061,0.0000,0.0032,0.0662,0.0000,0.5500,0.5500,182,0.0000
1773894371.582,0.4551,0.2516,0.2035,0.0000,0.0022,0.0652,0.0000,0.5455,0.5455,182,0.0000
1773894371.782,0.4561,0.2521,0.2039,0.0000,0.0031,0.0648,0.0000,0.5407,0.5407,181,0.0000
1773894371.983,0.4577,0.2532,0.2045,0.0000,0.0046,0.0652,0.0000,0.5373,0.5373,180,0.0000
1773894372.183,0.4634,0.2583,0.2052,0.0000,0.0118,0.0681,0.0000,0.5407,0.5407,181,0.0000
1773894372.383,0.4601,0.2558,0.2043,0.0000,0.0083,0.0686,0.0000,0.5452,0.5452,182,0.0000
1773894372.584,0.4572,0.2541,0.2032,0.0000,0.0058,0.0679,0.0000,0.5480,0.5480,182,0.0000
1773894372.784,0.4547,0.2528,0.2018,0.0000,0.0041,0.0668,0.0000,0.5478,0.5478,182,0.0000
1773894372.984,0.4525,0.2520,0.2005,0.0000,0.0028,0.0655,0.0000,0.5445,0.5445,182,0.0000
1773894373.184,0.4507,0.2514,0.1993,0.0000,0.0020,0.0642,0.0000,0.5386,0.5386,181,0.0000
1773894373.385,0.4491,0.2510,0.1981,0.0000,0.0014,0.0630,0.0000,0.5305,0.5305,179,0.0000
1773894373.585,0.4478,0.2507,0.1971,0.0000,0.0010,0.0620,0.0000,0.5211,0.5211,178,0.0000
1773894373.785,0.4466,0.2505,0.1962,0.0000,0.0007,0.0611,0.0000,0.5107,0.5107,176,0.0000
1773894373.985,0.4457,0.2503,0.1953,0.0000,0.0005,0.0604,0.0000,0.5000,0.5000,174,0.0000
1773894374.186,0.4442,0.2502,0.1940,0.0000,0.0003,0.0597,0.0000,0.4891,0.4891,173,0.0000
1773894374.386,0.4431,0.2502,0.1929,0.0000,0.0002,0.0592,0.0000,0.4783,0.4783,171,0.0000
1773894374.586,0.4421,0.2501,0.1920,0.0000,0.0002,0.0587,0.0000,0.4678,0.4678,169,0.0000
1773894374.787,0.4457,0.2538,0.1919,0.0000,0.0055,0.0602,0.0000,0.4621,0.4621,168,0.0000
1773894374.987,0.4532,0.2606,0.1926,0.0000,0.0152,0.0647,0.0000,0.4673,0.4673,169,0.0000
1773894375.187,0.4597,0.2642,0.1955,0.0000,0.0202,0.0696,0.0000,0.4836,0.4836,172,0.0000
1773894375.387,0.4567,0.2599,0.1968,0.0000,0.0142,0.0709,0.0000,0.5016,0.5016,175,0.0000
1773894375.588,0.4543,0.2569,0.1973,0.0000,0.0099,0.0703,0.0000,0.5164,0.5164,177,0.0000
1773894375.788,0.4522,0.2549,0.1973,0.0000,0.0069,0.0688,0.0000,0.5261,0.5261,179,0.0000
1773894375.988,0.4498,0.2534,0.1964,0.0000,0.0049,0.0671,0.0000,0.5303,0.5303,179,0.0000
1773894376.188,0.4477,0.2524,0.1953,0.0000,0.0034,0.0653,0.0000,0.5297,0.5297,179,0.0000
1773894376.389,0.4465,0.2517,0.1949,0.0000,0.0024,0.0637,0.0000,0.5251,0.5251,179,0.0000
1773894376.589,0.4456,0.2512,0.1944,0.0000,0.0017,0.0624,0.0000,0.5179,0.5179,177,0.0000
1773894376.789,0.4443,0.2508,0.1935,0.0000,0.0012,0.0613,0.0000,0.5087,0.5087,176,0.0000
1773894376.990,0.4431,0.2506,0.1925,0.0000,0.0008,0.0603,0.0000,0.4983,0.4983,174,0.0000
1773894377.190,0.4421,0.2504,0.1917,0.0000,0.0006,0.0595,0.0000,0.4873,0.4873,172,0.0000
1773894377.390,0.4411,0.2503,0.1909,0.0000,0.0004,0.0589,0.0000,0.4762,0.4762,171,0.0000
1773894377.590,0.4404,0.2502,0.1902,0.0000,0.0003,0.0583,0.0000,0.4652,0.4652,169,0.0000
1773894377.791,0.4397,0.2501,0.1896,0.0000,0.0002,0.0579,0.0000,0.4547,0.4547,167,0.0000
1773894377.991,0.4393,0.2501,0.1892,0.0000,0.0001,0.0575,0.0000,0.4447,0.4447,166,0.0000
1773894378.191,0.4613,0.2732,0.1881,0.0000,0.0331,0.0687,0.0000,0.4610,0.4610,168,0.0000
1773894378.391,0.4666,0.2718,0.1948,0.0000,0.0312,0.0760,0.0000,0.4929,0.4929,173,0.0000
1773894378.592,0.4621,0.2653,0.1969,0.0000,0.0218,0.0777,0.0000,0.5260,0.5260,179,0.0000
1773894378.792,0.4583,0.2607,0.1976,0.0000,0.0153,0.0766,0.0000,0.5531,0.5531,183,0.0000
1773894378.992,0.4550,0.2575,0.1975,0.0000,0.0107,0.0743,0.0000,0.5715,0.5715,186,0.0000
1773894379.193,0.4522,0.2552,0.1970,0.0000,0.0075,0.0716,0.0000,0.5811,0.5811,187,0.0000
1773894379.393,0.4499,0.2537,0.1962,0.0000,0.0052,0.0690,0.0000,0.5828,0.5828,188,0.0000
1773894379.593,0.4479,0.2526,0.1954,0.0000,0.0037,0.0666,0.0000,0.5783,0.5783,187,0.0000
1773894379.793,0.4462,0.2518,0.1944,0.0000,0.0026,0.0646,0.0000,0.5692,0.5692,186,0.0000
1773894379.994,0.4447,0.2513,0.1935,0.0000,0.0018,0.0629,0.0000,0.5570,0.5570,184,0.0000
1773894380.194,0.4435,0.2509,0.1926,0.0000,0.0013,0.0616,0.0000,0.5429,0.5429,181,0.0000
1773894380.394,0.4469,0.2542,0.1927,0.0000,0.0059,0.0623,0.0000,0.5320,0.5320,180,0.0000
1773894380.595,0.4454,0.2529,0.1925,0.0000,0.0042,0.0622,0.0000,0.5222,0.5222,178,0.0000
1773894380.795,0.4441,0.2520,0.1920,0.0000,0.0029,0.0616,0.0000,0.5125,0.5125,177,0.0000
1773894380.995,0.4430,0.2514,0.1915,0.0000,0.0020,0.0609,0.0000,0.5025,0.5025,175,0.0000
1773894381.196,0.4420,0.2510,0.1910,0.0000,0.0014,0.0601,0.0000,0.4921,0.4921,173,0.0000
1773894381.396,0.4412,0.2507,0.1905,0.0000,0.0010,0.0594,0.0000,0.4815,0.4815,172,0.0000
1773894381.596,0.4406,0.2505,0.1901,0.0000,0.0007,0.0588,0.0000,0.4710,0.4710,170,0.0000
1773894381.796,0.4400,0.2503,0.1897,0.0000,0.0005,0.0583,0.0000,0.4607,0.4607,168,0.0000
1773894381.997,0.4395,0.2502,0.1893,0.0000,0.0003,0.0579,0.0000,0.4508,0.4508,167,0.0000
1773894382.197,0.4391,0.2502,0.1889,0.0000,0.0002,0.0576,0.0000,0.4415,0.4415,165,0.0000
1773894382.397,0.4387,0.2501,0.1886,0.0000,0.0002,0.0573,0.0000,0.4328,0.4328,164,0.0000
1773894382.597,0.4384,0.2501,0.1883,0.0000,0.0001,0.0570,0.0000,0.4248,0.4248,162,0.0000
1773894382.798,0.4381,0.2501,0.1881,0.0000,0.0001,0.0569,0.0000,0.4174,0.4174,161,0.0000
1773894382.998,0.4385,0.2504,0.1881,0.0000,0.0005,0.0569,0.0000,0.4112,0.4112,160,0.0000
1773894383.199,0.4388,0.2506,0.1882,0.0000,0.0009,0.0571,0.0000,0.4062,0.4062,159,0.0000
1773894383.399,0.4391,0.2508,0.1884,0.0000,0.0011,0.0573,0.0000,0.4025,0.4025,159,0.0000
1773894383.599,0.4394,0.2508,0.1886,0.0000,0.0012,0.0574,0.0000,0.3997,0.3997,158,0.0000
1773894383.799,0.4395,0.2507,0.1888,0.0000,0.0010,0.0575,0.0000,0.3976,0.3976,158,0.0000
1773894384.000,0.4435,0.2547,0.1888,0.0000,0.0067,0.0596,0.0000,0.4004,0.4004,159,0.0000
1773894384.200,0.4514,0.2615,0.1898,0.0000,0.0165,0.0644,0.0000,0.4139,0.4139,161,0.0000
1773894384.400,0.4581,0.2651,0.1930,0.0000,0.0216,0.0697,0.0000,0.4382,0.4382,165,0.0000
1773894384.600,0.4594,0.2619,0.1974,0.0000,0.0170,0.0720,0.0000,0.4653,0.4653,169,0.0000
1773894384.801,0.4565,0.2583,0.1982,0.0000,0.0119,0.0718,0.0000,0.4891,0.4891,173,0.0000
1773894385.001,0.4541,0.2558,0.1982,0.0000,0.0083,0.0704,0.0000,0.5068,0.5068,176,0.0000
1773894385.201,0.4520,0.2541,0.1979,0.0000,0.0058,0.0686,0.0000,0.5178,0.5178,177,0.0000
1773894385.401,0.4502,0.2529,0.1974,0.0000,0.0041,0.0667,0.0000,0.5228,0.5228,178,0.0000
1773894385.602,0.4488,0.2520,0.1968,0.0000,0.0029,0.0650,0.0000,0.5228,0.5228,178,0.0000
1773894385.802,0.4477,0.2514,0.1963,0.0000,0.0020,0.0636,0.0000,0.5190,0.5190,178,0.0000
1773894386.002,0.4466,0.2510,0.1956,0.0000,0.0014,0.0624,0.0000,0.5124,0.5124,176,0.0000
1773894386.202,0.4456,0.2507,0.1949,0.0000,0.0010,0.0613,0.0000,0.5042,0.5042,175,0.0000
1773894386.403,0.4448,0.2505,0.1943,0.0000,0.0007,0.0605,0.0000,0.4949,0.4949,174,0.0000
1773894386.603,0.4442,0.2503,0.1939,0.0000,0.0005,0.0599,0.0000,0.4851,0.4851,172,0.0000
1773894386.803,0.4436,0.2502,0.1934,0.0000,0.0003,0.0593,0.0000,0.4754,0.4754,171,0.0000
1773894387.003,0.4431,0.2502,0.1930,0.0000,0.0002,0.0589,0.0000,0.4659,0.4659,169,0.0000
1773894387.204,0.4427,0.2501,0.1926,0.0000,0.0002,0.0586,0.0000,0.4569,0.4569,168,0.0000
1773894387.404,0.4423,0.2501,0.1922,0.0000,0.0001,0.0583,0.0000,0.4485,0.4485,166,0.0000
1773894387.604,0.4415,0.2501,0.1914,0.0000,0.0001,0.0580,0.0000,0.4406,0.4406,165,0.0000
1773894387.804,0.4413,0.2500,0.1913,0.0000,0.0001,0.0578,0.0000,0.4334,0.4334,164,0.0000
1773894388.004,0.4405,0.2500,0.1905,0.0000,0.0000,0.0576,0.0000,0.4266,0.4266,163,0.0000
1773894388.204,0.4496,0.2596,0.1900,0.0000,0.0137,0.0622,0.0000,0.4310,0.4310,163,0.0000
1773894388.405,0.4670,0.2749,0.1920,0.0000,0.0356,0.0730,0.0000,0.4596,0.4596,168,0.0000
1773894388.605,0.4819,0.2831,0.1988,0.0000,0.0473,0.0849,0.0000,0.5096,0.5096,176,0.0000
1773894388.805,0.4944,0.2863,0.2081,0.0000,0.0519,0.0952,0.0000,0.5596,0.5596,184,0.0000
1773894389.005,0.5051,0.2867,0.2184,0.0000,0.0524,0.1031,0.0000,0.6096,0.6096,192,0.0000
1773894389.206,0.5184,0.2896,0.2288,0.0000,0.0566,0.1109,0.0000,0.6596,0.6596,200,0.0000
1773894389.406,0.5291,0.2890,0.2401,0.0000,0.0556,0.1168,0.0000,0.7096,0.7096,208,0.0000
1773894389.606,0.5381,0.2868,0.2513,0.0000,0.0526,0.1207,0.0000,0.7596,0.7596,216,0.0000
1773894389.806,0.5465,0.2845,0.2620,0.0000,0.0493,0.1232,0.0000,0.8096,0.8096,224,0.0000
1773894390.007,0.5536,0.2817,0.2720,0.0000,0.0453,0.1245,0.0000,0.8596,0.8596,232,0.0000
1773894390.207,0.5597,0.2786,0.2812,0.0000,0.0408,0.1247,0.0000,0.9096,0.9096,240,0.0000
1773894390.407,0.5649,0.2754,0.2895,0.0000,0.0363,0.1242,0.0000,0.9596,0.9596,248,0.0000
1773894390.607,0.5694,0.2725,0.2969,0.0000,0.0322,0.1232,0.0000,1.0000,1.0000,255,0.0000
1773894390.808,0.5733,0.2698,0.3034,0.0000,0.0283,0.1218,0.0000,1.0000,1.0000,255,0.0000
1773894391.008,0.5763,0.2671,0.3092,0.0000,0.0244,0.1202,0.0000,1.0000,1.0000,255,0.0000
1773894391.208,0.5759,0.2620,0.3139,0.0000,0.0171,0.1171,0.0000,1.0000,1.0000,255,0.0000
1773894391.408,0.5747,0.2584,0.3163,0.0000,0.0120,0.1110,0.0000,1.0000,1.0000,255,0.0000
1773894391.609,0.5737,0.2559,0.3178,0.0000,0.0084,0.1084,0.0000,1.0000,1.0000,255,0.0000
1773894391.809,0.5725,0.2541,0.3183,0.0000,0.0059,0.1060,0.0000,1.0000,1.0000,255,0.0000
1773894392.009,0.5618,0.2529,0.3089,0.0000,0.0041,0.1027,0.0000,1.0000,1.0000,255,0.0000
1773894392.209,0.5527,0.2520,0.3007,0.0000,0.0029,0.0994,0.0000,1.0000,1.0000,255,0.0000
1773894392.410,0.5450,0.2514,0.2936,0.0000,0.0020,0.0961,0.0000,1.0000,1.0000,255,0.0000
1773894392.610,0.5517,0.2580,0.2936,0.0000,0.0114,0.0973,0.0000,1.0000,1.0000,255,0.0000
1773894392.810,0.5573,0.2616,0.2958,0.0000,0.0165,0.1001,0.0000,1.0000,1.0000,255,0.0000
1773894393.010,0.5482,0.2581,0.2901,0.0000,0.0116,0.0996,0.0000,1.0000,1.0000,255,0.0000
1773894393.211,0.5315,0.2557,0.2759,0.0000,0.0081,0.0965,0.0000,1.0000,1.0000,255,0.0000
1773894393.411,0.5173,0.2540,0.2634,0.0000,0.0057,0.0894,0.0000,0.9909,0.9909,253,0.0000
1773894393.611,0.5052,0.2528,0.2525,0.0000,0.0040,0.0860,0.0000,0.9750,0.9750,250,0.0000
1773894393.811,0.4950,0.2519,0.2430,0.0000,0.0028,0.0798,0.0000,0.9467,0.9467,246,0.0000
1773894394.012,0.4862,0.2514,0.2349,0.0000,0.0019,0.0772,0.0000,0.9153,0.9153,241,0.0000
1773894394.212,0.4788,0.2510,0.2279,0.0000,0.0014,0.0746,0.0000,0.8816,0.8816,236,0.0000
1773894394.412,0.4725,0.2507,0.2219,0.0000,0.0010,0.0721,0.0000,0.8463,0.8463,230,0.0000
1773894394.612,0.4672,0.2505,0.2168,0.0000,0.0007,0.0699,0.0000,0.8103,0.8103,224,0.0000
1773894394.813,0.4632,0.2503,0.2128,0.0000,0.0005,0.0679,0.0000,0.7746,0.7746,218,0.0000
1773894395.013,0.4597,0.2502,0.2095,0.0000,0.0003,0.0663,0.0000,0.7397,0.7397,213,0.0000
1773894395.213,0.4568,0.2502,0.2066,0.0000,0.0002,0.0649,0.0000,0.7063,0.7063,208,0.0000
1773894395.413,0.4589,0.2523,0.2066,0.0000,0.0033,0.0650,0.0000,0.6776,0.6776,203,0.0000
1773894395.614,0.4652,0.2583,0.2070,0.0000,0.0118,0.0681,0.0000,0.6599,0.6599,200,0.0000
1773894395.814,0.4801,0.2714,0.2087,0.0000,0.0306,0.0769,0.0000,0.6648,0.6648,201,0.0000
1773894396.014,0.4959,0.2815,0.2143,0.0000,0.0450,0.0882,0.0000,0.6959,0.6959,206,0.0000
1773894396.215,0.5092,0.2861,0.2231,0.0000,0.0516,0.0988,0.0000,0.7459,0.7459,214,0.0000
1773894396.415,0.5208,0.2874,0.2334,0.0000,0.0535,0.1075,0.0000,0.7959,0.7959,222,0.0000
1773894396.615,0.5311,0.2870,0.2441,0.0000,0.0529,0.1140,0.0000,0.8459,0.8459,230,0.0000
1773894396.815,0.5399,0.2851,0.2548,0.0000,0.0502,0.1184,0.0000,0.8959,0.8959,238,0.0000
1773894397.016,0.5473,0.2824,0.2649,0.0000,0.0463,0.1210,0.0000,0.9459,0.9459,246,0.0000
1773894397.216,0.5308,0.2727,0.2581,0.0000,0.0324,0.1143,0.0000,0.9959,0.9959,254,0.0000
1773894397.416,0.5431,0.2788,0.2643,0.0000,0.0411,0.1164,0.0000,1.0000,1.0000,255,0.0000
1773894397.616,0.5535,0.2811,0.2724,0.0000,0.0445,0.1198,0.0000,1.0000,1.0000,255,0.0000
1773894397.817,0.5360,0.2718,0.2642,0.0000,0.0311,0.1165,0.0000,1.0000,1.0000,255,0.0000
1773894398.017,0.5211,0.2652,0.2559,0.0000,0.0218,0.1057,0.0000,1.0000,1.0000,255,0.0000
1773894398.217,0.5083,0.2607,0.2477,0.0000,0.0152,0.0960,0.0000,1.0000,1.0000,255,0.0000
1773894398.417,0.4975,0.2575,0.2400,0.0000,0.0107,0.0880,0.0000,0.9879,0.9879,253,0.0000
1773894398.618,0.4883,0.2552,0.2330,0.0000,0.0075,0.0816,0.0000,0.9625,0.9625,249,0.0000
1773894398.818,0.4805,0.2537,0.2269,0.0000,0.0052,0.0787,0.0000,0.9328,0.9328,244,0.0000
1773894399.018,0.4751,0.2526,0.2226,0.0000,0.0037,0.0758,0.0000,0.8997,0.8997,238,0.0000
1773894399.218,0.4705,0.2518,0.2187,0.0000,0.0026,0.0731,0.0000,0.8645,0.8645,233,0.0000
1773894399.419,0.4700,0.2513,0.2187,0.0000,0.0018,0.0711,0.0000,0.8291,0.8291,227,0.0000
1773894399.619,0.4695,0.2509,0.2186,0.0000,0.0013,0.0696,0.0000,0.7947,0.7947,222,0.0000
1773894399.819,0.4743,0.2556,0.2187,0.0000,0.0080,0.0710,0.0000,0.7679,0.7679,217,0.0000
1773894400.019,0.4784,0.2583,0.2201,0.0000,0.0118,0.0734,0.0000,0.7504,0.7504,215,0.0000
1773894400.220,0.4818,0.2594,0.2224,0.0000,0.0134,0.0758,0.0000,0.7411,0.7411,213,0.0000
1773894400.420,0.4849,0.2597,0.2251,0.0000,0.0139,0.0778,0.0000,0.7382,0.7382,213,0.0000
1773894400.620,0.4873,0.2594,0.2279,0.0000,0.0134,0.0792,0.0000,0.7396,0.7396,213,0.0000
1773894400.820,0.4791,0.2566,0.2225,0.0000,0.0094,0.0781,0.0000,0.7390,0.7390,213,0.0000
1773894401.021,0.4721,0.2546,0.2175,0.0000,0.0066,0.0759,0.0000,0.7337,0.7337,212,0.0000
1773894401.221,0.4662,0.2532,0.2129,0.0000,0.0046,0.0733,0.0000,0.7232,0.7232,210,0.0000
1773894401.421,0.4611,0.2523,0.2089,0.0000,0.0032,0.0707,0.0000,0.7079,0.7079,208,0.0000
1773894401.621,0.4568,0.2516,0.2052,0.0000,0.0023,0.0683,0.0000,0.6887,0.6887,205,0.0000
1773894401.822,0.4532,0.2511,0.2021,0.0000,0.0016,0.0662,0.0000,0.6669,0.6669,201,0.0000
1773894402.022,0.4501,0.2508,0.1993,0.0000,0.0011,0.0643,0.0000,0.6435,0.6435,197,0.0000
1773894402.222,0.4474,0.2505,0.1969,0.0000,0.0008,0.0628,0.0000,0.6194,0.6194,194,0.0000
1773894402.422,0.4458,0.2504,0.1955,0.0000,0.0005,0.0615,0.0000,0.5955,0.5955,190,0.0000
1773894402.623,0.4444,0.2503,0.1941,0.0000,0.0004,0.0605,0.0000,0.5724,0.5724,186,0.0000
1773894402.823,0.4426,0.2502,0.1924,0.0000,0.0003,0.0596,0.0000,0.5503,0.5503,183,0.0000
1773894403.023,0.4411,0.2501,0.1909,0.0000,0.0002,0.0589,0.0000,0.5296,0.5296,179,0.0000
1773894403.223,0.4398,0.2501,0.1897,0.0000,0.0001,0.0582,0.0000,0.5103,0.5103,176,0.0000
1773894403.424,0.4438,0.2543,0.1895,0.0000,0.0062,0.0599,0.0000,0.4973,0.4973,174,0.0000
1773894403.624,0.4639,0.2741,0.1898,0.0000,0.0344,0.0709,0.0000,0.5109,0.5109,176,0.0000
1773894403.824,0.4815,0.2853,0.1962,0.0000,0.0504,0.0843,0.0000,0.5542,0.5542,183,0.0000
1773894404.024,0.4970,0.2911,0.2060,0.0000,0.0587,0.0970,0.0000,0.6042,0.6042,191,0.0000
1773894404.225,0.5096,0.2920,0.2177,0.0000,0.0599,0.1069,0.0000,0.6542,0.6542,199,0.0000
1773894404.425,0.5083,0.2794,0.2290,0.0000,0.0420,0.1082,0.0000,0.7042,0.7042,207,0.0000
1773894404.625,0.5021,0.2706,0.2316,0.0000,0.0294,0.1049,0.0000,0.7542,0.7542,215,0.0000
1773894404.825,0.4967,0.2644,0.2323,0.0000,0.0206,0.0961,0.0000,0.7972,0.7972,222,0.0000
1773894405.026,0.4921,0.2601,0.2320,0.0000,0.0144,0.0888,0.0000,0.8182,0.8182,225,0.0000
1773894405.226,0.4883,0.2571,0.2313,0.0000,0.0101,0.0856,0.0000,0.8276,0.8276,227,0.0000
1773894405.426,0.4851,0.2549,0.2301,0.0000,0.0071,0.0822,0.0000,0.8272,0.8272,227,0.0000
1773894405.626,0.4823,0.2535,0.2289,0.0000,0.0049,0.0792,0.0000,0.8189,0.8189,226,0.0000
1773894405.827,0.4794,0.2524,0.2270,0.0000,0.0035,0.0765,0.0000,0.8047,0.8047,223,0.0000
1773894406.027,0.4768,0.2517,0.2252,0.0000,0.0024,0.0742,0.0000,0.7865,0.7865,220,0.0000
1773894406.227,0.4752,0.2512,0.2240,0.0000,0.0017,0.0724,0.0000,0.7660,0.7660,217,0.0000
1773894406.427,0.4695,0.2508,0.2186,0.0000,0.0012,0.0704,0.0000,0.7433,0.7433,213,0.0000
1773894406.628,0.4691,0.2506,0.2185,0.0000,0.0008,0.0690,0.0000,0.7202,0.7202,210,0.0000
1773894406.828,0.4687,0.2504,0.2183,0.0000,0.0006,0.0680,0.0000,0.6976,0.6976,206,0.0000
1773894407.028,0.4702,0.2519,0.2184,0.0000,0.0027,0.0681,0.0000,0.6782,0.6782,203,0.0000
1773894407.228,0.4705,0.2516,0.2189,0.0000,0.0023,0.0680,0.0000,0.6613,0.6613,200,0.0000
1773894407.429,0.4707,0.2513,0.2194,0.0000,0.0019,0.0679,0.0000,0.6466,0.6466,198,0.0000
1773894407.629,0.4656,0.2509,0.2147,0.0000,0.0013,0.0672,0.0000,0.6324,0.6324,196,0.0000
1773894407.829,0.4612,0.2507,0.2105,0.0000,0.0009,0.0661,0.0000,0.6178,0.6178,193,0.0000
1773894408.029,0.4574,0.2505,0.2069,0.0000,0.0007,0.0649,0.0000,0.6025,0.6025,191,0.0000
1773894408.230,0.4555,0.2503,0.2051,0.0000,0.0005,0.0639,0.0000,0.5870,0.5870,188,0.0000
1773894408.430,0.4543,0.2502,0.2041,0.0000,0.0003,0.0631,0.0000,0.5716,0.5716,186,0.0000
1773894408.630,0.4540,0.2502,0.2038,0.0000,0.0002,0.0625,0.0000,0.5569,0.5569,184,0.0000
1773894408.831,0.4537,0.2501,0.2036,0.0000,0.0002,0.0620,0.0000,0.5432,0.5432,181,0.0000
1773894409.031,0.4538,0.2501,0.2036,0.0000,0.0002,0.0618,0.0000,0.5307,0.5307,179,0.0000
1773894409.231,0.4538,0.2501,0.2037,0.0000,0.0001,0.0616,0.0000,0.5195,0.5195,178,0.0000
1773894409.431,0.4512,0.2501,0.2011,0.0000,0.0001,0.0612,0.0000,0.5091,0.5091,176,0.0000
1773894409.632,0.4489,0.2500,0.1989,0.0000,0.0001,0.0607,0.0000,0.4989,0.4989,174,0.0000
1773894409.832,0.4465,0.2500,0.1965,0.0000,0.0000,0.0601,0.0000,0.4888,0.4888,173,0.0000
1773894410.032,0.4449,0.2500,0.1949,0.0000,0.0000,0.0595,0.0000,0.4789,0.4789,171,0.0000
1773894410.233,0.4436,0.2500,0.1935,0.0000,0.0000,0.0590,0.0000,0.4691,0.4691,170,0.0000
1773894410.433,0.4428,0.2500,0.1928,0.0000,0.0000,0.0586,0.0000,0.4598,0.4598,168,0.0000
1773894410.633,0.4420,0.2500,0.1920,0.0000,0.0000,0.0583,0.0000,0.4509,0.4509,167,0.0000
1773894410.833,0.4402,0.2500,0.1902,0.0000,0.0000,0.0578,0.0000,0.4422,0.4422,165,0.0000
1773894411.033,0.4378,0.2500,0.1878,0.0000,0.0000,0.0573,0.0000,0.4336,0.4336,164,0.0000
1773894411.234,0.4363,0.2500,0.1863,0.0000,0.0000,0.0568,0.0000,0.4250,0.4250,162,0.0000
